Folder,File,Source,Description,Frequency,Start,Skip,Subject,Format
monthly,ssask.dat,Hipel and McLeod (1994),"Monthly flows in cm, s. sask River at sasktoon, 1912-1974",12,1912,1,Hydrology,Row
noakes,ssask.dat,Hipel and McLeod (1994),"Monthly river flows in cms, S. Sask River at Sasktoon. Oct 1911-Oct 1963",12,1911.75,1,Hydrology,Row
noakes,stjohns.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Saint johns River at fort kent, 1927 � 1977",12,1927,1,Hydrology,Row
pruscha,summer.dat,Hipel and McLeod (1994),"Mean summer temperature (in deg. C), 1781 � 1988",1,1781,1,Meteorology,Row
monthly,sunsptmo.dat,Hipel and McLeod (1994),"Monthly sunspot number, Zurich, 1749-1983",12,1749,1,Physics,Row
sanfran,temper.dat,Hipel and McLeod (1994),"Monthly mean temperatures, Southwestern mountain region, 1932 � 1966",12,1932,1,Hydrology,Row
lamarche,temper.dat,Hipel and McLeod (1994),"Mean monthly temperature, 1907 � 1972",12,1907,1,Meteorology,Row
londonwq,temper.dat,Hipel and McLeod (1994),"Monthly temperature (in Celsius), Jan 1983 � April 1994. London, United Kingdom.",12,1983,1,Meteorology,Row
hurst,temper1.dat,Hipel and McLeod (1994),"Average annual temperature, central England, 1723 � 1970",1,1723,1,Meteorology,Row
annual,thames.dat,Hipel and McLeod (1994),"Thames River near teddington, England, 1883 � 1954",1,1883,1,Hydrology,Row
hurst,tioga.dat,Hipel and McLeod (1994),"Jeffrey pine, tioga pass, California, U S A, 1304 � 1964",1,1304,1,Hydrology,Row
monthly,tpmon.dat,Hipel and McLeod (1994),"Monthly temperature in England (F), 1723-1970",12,1723,1,Meteorology,Row
wisconsi,trade.dat,Hipel and McLeod (1994),"Wisconsin employment time series, trade, Jan. 1961 � OCt. 1975",12,1961,1,Labour market,Row
wisconsi,traneq.dat,Hipel and McLeod (1994),"Wisconsin employment time series, transportation equipment, Jan. 1961 � OCt. 1975",12,1961,1,Labour market,Row
noakes,trinity.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Trinity River at lewiston, California, Oct.1912 � Sep. 1960",12,1912.75,1,Hydrology,Row
monthly,tseoil.dat,Hipel and McLeod (1994),"Shartes traded in oil and mining stock, TSE",12,1,2,Finance,Row
noakes,turtle.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Turtle River near mine centre, Ont., 1921 � 1977",12,1921,1,Hydrology,Row
commod,ush.dat,Hipel and McLeod (1994),"High U.S. treasury bill contracts, 100 consecutive trading days",,1,1,Finan+H77ce,Row
commod,usl.dat,Hipel and McLeod (1994),"Low U.S. treasury bill contracts, 100 consecutive trading days",,1,1,Finance,Row
annual,usm1.dat,Hipel and McLeod (1994),"M1, U.S. 1959.1-1992.2",12,1959,1,Finance,Row
annual,usm2.dat,Hipel and McLeod (1994),"M2, U.S. 1959.1-1992.2",12,1959,1,Finance,Row
annual,usm3.dat,Hipel and McLeod (1994),"M3, U.S. 1959.1-1992.2",12,1959,1,Finance,Row
londonwq,waterq.dat,Hipel and McLeod (1994),"Residential water consumption, Jan 1983 � April 1994. Missing value for June 1988 (66th obs.) estimated by intervention analysis. London, United Kingdom.",12,1983,3,Utilities,Row
noakes,wbdelawa.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, West branch delaware River at hale eddy, NY, 1916 � 1960",12,1916,1,Hydrology,Row
hurst,whitemtn.dat,Hipel and McLeod (1994),"Bristlecone pine, white mountains, California, U S A, 800 � 1963",1,800,1,Hydrology,Row
pruscha,winter.dat,Hipel and McLeod (1994),"Winter negative temperature sum (in deg. C), 1781 � 1988",1,1781,1,Meteorology,Row
ecology1,wolf.dat,Hipel and McLeod (1994),"Fur sales, wolf, H. B. Co., 1850-1911",1,1850,3,Ecology,Row
noakes,wolf.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Wolf  River at new London, 1914 � 1960",12,1914,1,Hydrology,Row
ecology1,wolveren.dat,Hipel and McLeod (1994),"Fur sales, wolfereneracoon, H. B. Co., 1850-1911",1,1850,3,Ecology,Row
monthly,woods.dat,Hipel and McLeod (1994),"Monthly mean water levels in meters, Lake of the wood at warroad, 1916-1965",12,1916,6,Hydrology,Row
monthly,wqlondon.dat,Hipel and McLeod (1994),"Monthly water usage (ml/day), London Ontario, 1966-1988",12,1966,1,Utilities,Row
pruscha,year.dat,Hipel and McLeod (1994),"Mean annual temperature (in deg. C), 1781 � 1988",1,1781,1,Meteorology,Row
data,ftemp.dat,Hyndman consulting project,Daily morning temperature of adult female: degrees Celsius. 10 July 1990 - 7 September 1990. Menstruation on 11 July and 6 August. Probable fever on 11 July. Pregnancy from about 13 August.,,1,0,Health,Row
data,gold.dat,Hyndman consulting project,Daily morning gold prices: $US. 1 Jan 1985 � 31 Mar 1989.,,1,0,Microeconomic,Row
data,prodc.dat,Hyndman consulting project,Sales of product C,12,1,0,Sales,Row
data,jenkins10.dat,Jenkins & Watts (1980),Power station data: voltage deviations,,1,0,Industry,Row
data,jenkins11.dat,Jenkins & Watts (1980),Power station data: frequency deviations,,1,0,Industry,Row
data,wrd.dat,John C Nash,Daily net retail sales. 5 May 2000 � 6 April 2003.,,1,0,Sales,Row
data,mcls82.dat,Kashiwagi & Yanagimoto (1992),"Weekly counts of the incidence of acute febrile muco-cutaneous lymph node syndrome (MCLS) in Totori-prefecture, Japan, during 1982",52,1982,,Health,Row
data,kendall1.dat,Kendall & Ord (1990),Annual barley yields per acre in England & Wales 1884 � 1939,1,1884,0,Agriculture,Row
data,kendall10.dat,Kendall & Ord (1990),U.K. imports: gross domestic fixed capital formation �60 � �70,4,1960,0,Macroeconomic,Row
data,kendall2.dat,Kendall & Ord (1990),Annual sheep population (1000s) in England & Wales 1867 � 1939,1,1867,0,Agriculture,Row
data,kendall3.dat,Kendall & Ord (1990),U.S. airlines: monthly aircraft miles flown (Millions) 1963 -1970,12,1963,0,Transport and tourism,Row
data,kendall5.dat,Kendall & Ord (1990),Financial Times index leading equity prices (quarterly) 1960 � 1971,4,1960,0,Finance,Row
data,kendall7.dat,Kendall & Ord (1990),Quarterly U.K. imports: goods and services (Pound millions) �60 � �70,4,1960,0,Macroeconomic,Row
data,kendall8.dat,Kendall & Ord (1990),"U.K. imports value of increases in stocks, work in prog. �60 � �70",4,1960,0,Macroeconomic,Row
data,kendall9.dat,Kendall & Ord (1990),Quarterly U.K. imports: consumer expenditure on durables �60 � �70,4,1960,0,Macroeconomic,Row
data,invest.dat,Lutkepohl,Quarterly seasonally adjusted West German Fixed investment Disposable income and Consumption expenditures: billions of DM. Mar 1960 � Dec 1982,4,1960,0,Finance,Column
data,mexi001.dat,"M. Stokes, T. Harlan, S. Clemans: 05/23/73","Tree: San Pedro martir Low, Baja, Mexico. Ponderosa Pine 2133m 03110-11530 10",1,1449,0,Tree-rings,Row
data,mwm1.dat,Makridakis & Wheelwright (1989),Lenex corporation: shipment of radios Jan�67-Dec�71 (12F4.0),12,1967,0,Production,Row
data,mwm11.dat,Makridakis & Wheelwright (1989),Harmon foods consumer packs Jan�65-Dec�69,12,1965,0,Miscellaneous,Row
data,mwm12.dat,Makridakis & Wheelwright (1989),Harmon foods co-op merchandising allowances �65-�69,12,1965,0,Miscellaneous,Row
data,mwm13.dat,Makridakis & Wheelwright (1989),Der Stern: Weekly delivery to wholesalers �71-�72,52,1971,0,Production,Row
data,mwm14.dat,Makridakis & Wheelwright (1989),Der Stern: Weekly sales of wholesalers �71-�72,52,1971,0,Sales,Row
data,mwm15.dat,Makridakis & Wheelwright (1989),"Der Stern: Weekly sales of wholesalers A, �71-�72",52,1971,0,Sales,Row
data,mwm16.dat,Makridakis & Wheelwright (1989),"Der Stern: Weekly sales of wholesalers A, �71-�72",52,1971,0,Sales,Row
data,mwm17.dat,Makridakis & Wheelwright (1989),"Der Stern: Weekly sales of wholesalers B, �71-�72",52,1971,0,Sales,Row
data,mwm18.dat,Makridakis & Wheelwright (1989),"Der Stern: Weekly sales of wholesalers B, �71-�72",52,1971,0,Sales,Row
data,mwm2.dat,Makridakis & Wheelwright (1989),Lenex corporation: shipment of mixers Jan�67-Dec�71,12,1967,0,Production,Row
data,mwm3.dat,Makridakis & Wheelwright (1989),Lenex corporation: shipment of ariconditioners �67-�71,12,1967,0,Production,Row
data,mwm4.dat,Makridakis & Wheelwright (1989),Lenex corporation: shipment of blenders Jan�67-Dec�71,12,1967,0,Production,Row
data,mwm5.dat,Makridakis & Wheelwright (1989),Lenex corporation: shipment of can openers Jan�67-Dec�71,12,1967,0,Production,Row
data,mwm6.dat,Makridakis & Wheelwright (1989),Lenex corporation: shipment of dimonds Jan�67-Dec�71,12,1967,0,Production,Row
data,mwm7.dat,Makridakis & Wheelwright (1989),Perrin Freres monthly champagne sales millions �64-�72,12,1964,0,Sales,Row
data,mwm8.dat,Makridakis & Wheelwright (1989),Lenex corporation: shipment of radios Jan�67-Dec�71 (12F5.0),12,1967,0,Production,Row
data,mwm9.dat,Makridakis & Wheelwright (1989),CFE specialty writing papers monthly sales,12,1,0,Sales,Row
data,10-6.dat,"Makridakis, Wheelwright and Hyndman (1998)",Oil prices in constant 1997 dollars. 1870-1997,1,1870,0,Microeconomic,Column
data,9-10.dat,"Makridakis, Wheelwright and Hyndman (1998)","Nail prices, 1800-1996, in constant $",1,1800,0,Microeconomic,Row
data,9-11.dat,"Makridakis, Wheelwright and Hyndman (1998)","Price of chicken, 1924-1993, in constant $",1,1924,0,Microeconomic,Row
data,9-12.dat,"Makridakis, Wheelwright and Hyndman (1998)","Price of a dozen eggs, 1900-1993, in constant $",1,1900,0,Microeconomic,Row
data,9-13.dat,"Makridakis, Wheelwright and Hyndman (1998)",Telephone cost: New York � San Francisco. 1915 � 1996,1,1915,0,Microeconomic,Row
data,9-17a.dat,"Makridakis, Wheelwright and Hyndman (1998)","Annual Copper prices, 1800-1997",1,1800,1,Microeconomic,Column
data,9-17b.dat,"Makridakis, Wheelwright and Hyndman (1998)","Quarterly S&P 500 index, 1900-1996",4,1900,1,Finance,Row
data,9-4.dat,"Makridakis, Wheelwright and Hyndman (1998)","Yearly copper prices, 1800-1997 (1997 dollars)",1,1800,1,Microeconomic,Row
data,9-9.dat,"Makridakis, Wheelwright and Hyndman (1998)","Wheat prices, 1264-1996, in constant 1996 pounds",1,1264,0,Microeconomic,Row
data,advert.dat,"Makridakis, Wheelwright and Hyndman (1998)",Advertising and sales data,,1,0,Sales,Column
data,bankdata.dat,"Makridakis, Wheelwright and Hyndman (1998)","Mutual savings bank data: end-of-month balance (in thousands of dollars), AAA bond rates, and rates for 3-4 year government bond issues over the period February 1988 through January 1993",12,1988.083,0,Finance,Column
data,books.dat,"Makridakis, Wheelwright and Hyndman (1998)",Daily sales of paperback and hardcover books,,1,0,Sales,Column
data,boston.dat,"Makridakis, Wheelwright and Hyndman (1998)",Monthly dollar volume of sales on Boston stock exchange and combined New York and American stock exchanges,12,1967,0,Finance,Column
data,canadian.dat,"Makridakis, Wheelwright and Hyndman (1998)",Canadian unemployment rate as a percentage of the civilian labor force between 1974 and the third quarter of 1975,4,1974,0,Labour market,Row
data,capital.dat,"Makridakis, Wheelwright and Hyndman (1998)","Seasonally adjusted quarterly capital expenditure and appropriations in U.S. manufacturing, 1953-1974",4,1953,0,Macroeconomic,Column
data,computer.dat,"Makridakis, Wheelwright and Hyndman (1998)",Number of users logged on to an Internet server each minute over 100 minutes,,1,0,Miscellaneous,Row
data,condmilk.dat,"Makridakis, Wheelwright and Hyndman (1998)","Manufacturer�s stocks of evaporated and sweetened condensed milk (case goods), Jan 1971 � Dec 1980",12,1971,0,Production,Row
data,eknives.dat,"Makridakis, Wheelwright and Hyndman (1998)",Sales of electric knives for the period Jan 1991 through April 1992,12,1991,0,Sales,Row
data,elecnew.dat,"Makridakis, Wheelwright and Hyndman (1998)","The total generation of electricity by the U.S. electric industry (monthly data for the period Jan. 1985 � Oct. 1996) For recent data, click here",12,1985,0,Utilities,Row
data,fancy.dat,"Makridakis, Wheelwright and Hyndman (1998)","Monthly sales for a souvenir shop on the wharf at a beach resort town in Queensland, Australia. Jan 1987-Dec 1993",12,1987,0,Sales,Row
data,french.dat,"Makridakis, Wheelwright and Hyndman (1998)",French index of industry,,,,Industry,Row
data,fsales.dat,"Makridakis, Wheelwright and Hyndman (1998)",Quarterly reports of a French company,4,1,0,Sales,Row
data,housing.dat,"Makridakis, Wheelwright and Hyndman (1998)","Monthly housing starts, construction contracts and average new home mortgate rates. Jan 83 � Oct 89",12,1983,0,Microeconomic,Column
data,hsales.dat,"Makridakis, Wheelwright and Hyndman (1998)",Monthly sales of new one-family houses sold in th e USA since 1973,12,1973,0,Sales,Row
data,hsales2.dat,"Makridakis, Wheelwright and Hyndman (1998)","Sales of new one-family houses, USA, from Jan 1987 through Nov 1995",12,1987,0,Sales,Row
data,invent15.dat,"Makridakis, Wheelwright and Hyndman (1998)",Inventory demand for product E15,,1,0,Sales,Row
data,jcars.dat,"Makridakis, Wheelwright and Hyndman (1998)",Japanese annual motor vehicle production for 1947-1989,1,1947,0,Production,Row
data,motion.dat,"Makridakis, Wheelwright and Hyndman (1998)",Employment figures in the motion picture industry (SIC Code 78) for the period Jan. 1955 through Dec. 1970,,1,0,Microeconomic,Row
data,olympic.dat,"Makridakis, Wheelwright and Hyndman (1998)",Winning times for the men�s 400 m final in each Olympic Games from 1896 to�1996,0.25,1896,0,Sport,Column
data,paris.dat,"Makridakis, Wheelwright and Hyndman (1998)",Average monthly temperature in Paris,12,1,0,Meteorology,Row
data,petrol.dat,"Makridakis, Wheelwright and Hyndman (1998)",US monthly sales of petroleum and related products. Jan 1971 � Dec 1991,12,1971,0,Sales,Column
data,pollutn.dat,"Makridakis, Wheelwright and Hyndman (1998)",Monthly shipment of pollution equipment (in thousands of french francs),12,1966,0,Production,Row
data,shampoo.dat,"Makridakis, Wheelwright and Hyndman (1998)",Sales of shampoo over a three year period,12,1,0,Sales,Row
data,splastics.dat,"Makridakis, Wheelwright and Hyndman (1998)",Monthly sales of product A for a plastics manufacturer,12,1,0,Sales,Row
data,ustreas.dat,"Makridakis, Wheelwright and Hyndman (1998)",US Treasury bill contracts,,,,Finance,Row
data,wagesuk.dat,"Makridakis, Wheelwright and Hyndman (1998)","Real daily wages in pounds, England. 1260 � 1994",1,1260,0,Macroeconomic,Row
data,writing.dat,"Makridakis, Wheelwright and Hyndman (1998)",Industry sales for printing and writing paper (in Thousands of french francs). January 1963 � December 1972,12,1963,0,Sales,Row
data,indi002.dat,Malcolm Hughes,"Tree: Gulmarg, Kashmir. Himalayan Fir 2740m 3508 07430",1,1604,0,Tree-rings,Row
data,mccleary1.dat,McCleary & Hay (1980),Annual German immigration to U.S. (1000's) 1870 � 1914 fried (1969),1,1870,0,Demography,Row
data,mccleary10.dat,McCleary & Hay (1980),Monthly Minneapolis public drunkenness intakes Jan.�66-Jul�78,12,1966,0,Crime,Row
data,mccleary11.dat,McCleary & Hay (1980),"Annual U.S. suicide rate (per 100,1000) 1920 � 1969",1,1920,0,Health,Row
data,mccleary12.dat,McCleary & Hay (1980),Daily Paris IBM closing prices (Francs) April-October 1976,,1,0,Finance,Row
data,mccleary13.dat,McCleary & Hay (1980),Daily New York IBM closing prices (Francs) April-October 1976,,1,0,Finance,Row
data,mccleary14.dat,McCleary & Hay (1980),Annual Swedish population rates (1000's) 1750 � 1849 Thomas (1940),1,1975,0,Demography,Row
data,mccleary15.dat,McCleary & Hay (1980),Annual Swedish fertility rates (1000's) 1750-1849 Thomas (1940),1,1750,0,Health,Row
data,mccleary3.dat,McCleary & Hay (1980),Annual nonfatal disabling mine injuries 1930 � 1978,1,1930,0,Health,Row
data,mccleary4.dat,McCleary & Hay (1980),"Monthly Sutter county workforce, Jan.1946 � Dec.1966 priesema (1979)",12,1946,0,Labour market,Row
data,mccleary5.dat,McCleary & Hay (1980),Monthly Boston armed robberies Jan.1966-Oct.1975 Deutsch and Alt (1977),12,1966,0,Crime,Row
data,mccleary6.dat,McCleary & Hay (1980),"Annual Swedish harvest index, 1749 � 1850. Thomas (1940)",1,1749,0,Microeconomic,Row
data,mccleary7.dat,McCleary & Hay (1980),Hyde Park purse snatchings in Chicago 28 day periods.  Jan�69 � Sep �73 Hay ,13,1969,,Crime,Row
data,mccleary8.dat,McCleary & Hay (1980),Monthly average daily calls to directory assistance Jan.�62 � Dec�76,12,1962,0,Miscellaneous,Row
data,amitta.dat,McMahon and Mein (1978),"Annual flows for Mitta Mitta River, Tallandoon, 1936 � 1968.",1,1936,0,Hydrology,Row
data,acolo.dat,McMahon and Mein (1986),"Annual Flows, Colorado River Lees Ferry. 1911 � 1972",1,1911,0,Hydrology,Row
data,afern.dat,McMahon and Mein (1986),"Annual flows, Fern Spruit, Plot 26 Weir, Zimbabwe. 1950 � 1979",1,1950,0,Hydrology,Row
data,afunder.dat,McMahon and Mein (1986),"Annual Flows, Funder River, June � May. 1919 � 1956",1,1919,0,Hydrology,Row
data,mcolo.dat,McMahon and Mein (1986),"Monthly Flows, Colorado River Lees Ferry. 1911 � 1972",12,1911,0,Hydrology,Row
data,mfern.dat,McMahon and Mein (1986),"Monthly flows, Fern Spruit Plot 26 Weir, Zimbabwe. 1975 � 1979",12,1975,0,Hydrology,Row
data,mfunder.dat,McMahon and Mein (1986),Monthly flows for Funder River Logager Bro. June 1919 � May 1956,12,1919.42,0,Hydrology,Row
data,montgome1.dat,Montgomery & Johnson (1976),Chemical process: viscosity data (Montgomery & Johnson),,1,0,Chemistry,Row
data,montgome10.dat,Montgomery & Johnson (1976),Monthly demand for carpet (p.272: Montgomery: Fore. & T.S.),12,1,0,Sales,Row
data,montgome11.dat,Montgomery & Johnson (1976),Monthly champagne sales (in 1000's) (p.273: Montgomery: Fore. & T.S.),12,1,0,Sales,Row
data,montgome12.dat,Montgomery & Johnson (1976),Reported cases of Rubella (fortnight) (p.275: Montgomery),,1,0,Health,Row
data,montgome13.dat,Montgomery & Johnson (1976),"Monthly demand for plastic container (p.275, Montgomery)",,1,0,Industry,Row
data,montgome14.dat,Montgomery & Johnson (1976),Weekly sales for a novelty item (p.37-38: Montgomery),52,1,0,Sales,Row
data,montgome15.dat,Montgomery & Johnson (1976),Four weekly demand for thermostats (p.32-33: Montgomery),,1,0,Sales,Row
data,montgome2.dat,Montgomery & Johnson (1976),Weekly demand for a plastic container (Montgomery & Johnson),52,1,0,Sales,Row
data,montgome3.dat,Montgomery & Johnson (1976),Demand for a double-knit fabric (p.269 Montgomery: Fore. & T.S.),,1,0,Sales,Row
data,montgome4.dat,Montgomery & Johnson (1976),"Weekly sales of a cutting tool (p.270, Montgomery: Fore. & T.S. )",52,1,0,Sales,Row
data,montgome5.dat,Montgomery & Johnson (1976),Minutes of usage per day of a computer terminal (p.270: Montgomery),,1,0,Miscellaneous,Row
data,montgome6.dat,Montgomery & Johnson (1976),"Weekly demand for crankshaft (p.271, Montgomery: Fore. & T.S.)",,1,0,Industry,Row
data,montgome7.dat,Montgomery & Johnson (1976),Weekly demand of a spare part (p.271: Montgomery),52,1,0,Sales,Row
data,montgome8.dat,Montgomery & Johnson (1976),Chemical process readings every two minutes (p.272: Montgomery),,1,0,Chemistry,Row
data,montgome9.dat,Montgomery & Johnson (1976),Monthly sales of soft drink (hundreds of cases) (p.272: Montgomery),12,1,0,Sales,Row
data,cars.dat,Motor Vehicle Manufacturers Association of the U.S. (1988) and US Government (1989),US motor vehicle production and percent change in US GNP. 1950 � 1987.,1,1950,0,Production,Column
data,earthq.dat,National Earthquake Information Center. Different lists will give different numbers depending on the formula used for calculating the magnitude. ,Number of earthquakes per year magnitude 7.0 or greater. 1900-1998,1,1900,0,Physics,Row
data,ausgundeaths.dat,"Neill and Leigh (2008) ""Do Gun buy-backs save lives? Evidence from time series variation"" Current issues in criminal justice, vol 20, no.2, 145-162.",Deaths from gun-related homicides and suicides and non-gun-related homicides and suicides. Australia: 1915-2004.  Note: National Firearms Agreement was introduced in 1997,1,1915,0,Crime,Column
data,nelson1.dat,Nelson (1973),Quarterly gross national product 1947 � 1966,4,1947,0,Macroeconomic,Row
data,nelson2.dat,Nelson (1973),Quarterly expenditures on producer�s durables 1947 � 1966,4,1947,0,Macroeconomic,Row
data,nelson3.dat,Nelson (1973),Monthly U.S. auto registration (thousands) 1947 � 1968,12,1947,0,Transport and tourism,Row
cnelson,bnd.dat,Nelson and Plosser (1982),"Annual bond yield, U.S., 1900 to 1970",1,1900,1,Finance,Row
cnelson,cpi.dat,Nelson and Plosser (1982),"Annual CPI, U.S., 1860 to 1970",1,1860,1,Macroeconomic,Row
cnelson,emp.dat,Nelson and Plosser (1982),"Annual employment, U.S., 1890 to 1970",1,1890,1,Labour market,Row
cnelson,gnp.dat,Nelson and Plosser (1982),"Annual nominal GNP, U.S., 1909 to 1970",1,1909,1,Macroeconomic,Row
cnelson,ip.dat,Nelson and Plosser (1982),"Annual industrial production, U.S., 1860 to 1970",1,1860,1,Macroeconomic,Row
cnelson,m.dat,Nelson and Plosser (1982),"Money stock, U.S., 1889 to 1970",1,1889,1,Finance,Row
cnelson,pcrgnp.dat,Nelson and Plosser (1982),"Annual real per capita GNP, U.S., 1909 to 1970",1,1909,1,Macroeconomic,Row
cnelson,prgnp.dat,Nelson and Plosser (1982),"Annual GNP deflator, U.S., 1889 to 1970",1,1889,1,Macroeconomic,Row
cnelson,rgnp.dat,Nelson and Plosser (1982),"Annual real GNP, U.S., 1909 to 1970",1,1909,1,Macroeconomic,Row
cnelson,rwg.dat,Nelson and Plosser (1982),"Annual real wages, U.S., 1900 to 1970",1,1900,1,Macroeconomic,Row
cnelson,sp500.dat,Nelson and Plosser (1982),"Annual common stock price, U.S., 1871 to 1970",1,1871,1,Finance,Row
cnelson,un.dat,Nelson and Plosser (1982),"Annual unemployment, U.S., 1890 to 1970",1,1890,1,Labour market,Row
cnelson,vel.dat,Nelson and Plosser (1982),"Annual velocity of money, 1869 to 1970",1,1869,1,Finance,Row
cnelson,wg.dat,Nelson and Plosser (1982),"Annual wages, U.S., 1900 to 1970",1,1900,1,Macroeconomic,Row
data,bev.dat,Newton (1988),"Beveridge wheat price index, 1500-1869",1,1500,0,Microeconomic,Row
data,buffsnow.dat,Newton (1988),"Annual snowfall in Buffalo, 1910-1972.",1,1910,0,Meteorology,Row
data,calfem.dat,Newton (1988),"Daily total female births in California, 1959",365,0,0,Demography,Row
data,cradfq.dat,Newton (1988),"Monthly critical radio frequencies in Washington, D.C., May 1934 � April 1954. These frequencies reflect the highest radio frequency that can be used for broadcasting",12,1934.33,0,Physics,Row
data,nybirths.dat,Newton (1988),Monthly New York City births: unknown scale. Jan 1946 � Dec 1959,12,1946,0,Demography,Row
data,star.dat,Newton (1988),Daily brightness of a variable star on 600 successive midnights,,1,0,Physics,Row
data,waves.dat,Newton (1988),Forces on a cylinder suspended in a tank of water. Sampling interval 0.15 second,,1,0,Physics,Row
data,anderson1.dat,O.D. Anderson (1976),Daily dry bulb temperatures (Deg. F) Ben Nevis Feb.1-Aug. 18 1884,365,1,0,Meteorology,Row
data,anderson13.dat,O.D. Anderson (1976),Passenger miles (Mil) flown domestic U.K. Jul. �62-May �72,12,1962.5,0,Transport and tourism,Row
data,anderson14.dat,O.D. Anderson (1976),Monthly sales of company X Jan �65 � May �71 C. Cahtfield,12,1965,0,Sales,Row
data,anderson15.dat,O.D. Anderson (1976),Mean monthly air temperature (Deg. F) Nottingham Castle 1920-1939,12,1920,0,Meteorology,Row
data,anderson2.dat,O.D. Anderson (1976),Annual rainfall (in.) Nottingham castle 1867 � 1939,1,1867,0,Meteorology,Row
data,anderson3.dat,O.D. Anderson (1976),I.C.I. Closing prices 25 Aug �72-19 Jan �73 (Financial Times),,1,0,Finance,Row
data,anderson4.dat,O.D. Anderson (1976),Women unemployed (1000's) U.K. 1st of month Jan. �67-July. �72,12,1967,0,Labour market,Row
data,odonovan20.dat,O�Donovan (1983),Monthly empolyees wholes./retail Wisconsin �61-�75 R.B.Miller,12,1961,0,Sales,Row
data,odonovan25.dat,O�Donovan (1983),Monthly hotel occupied room av. �63-�76 B.L.Bowerman et al,12,1963,0,Transport and tourism,Row
data,gambling.dat,"Office of Gaming and Racing, Department of Justice, Victoria","Monthly gambling expenditure in Victoria, Australia, July 1999 to November 2006. Units are Millions of dollars per day. Smoking ban introduced in gaming venues in September 2002",12,1999.5,0,Microeconomic,Row
data,newz018.dat,P.W.Dunwiddie,"Tree: Takapari NZ, North Island. Libi 838m -4005 17600",1,1256,0,Tree-rings,Row
data,id006.dat,Pablo Baldazo,"Years: 1492 � 1984. Idaho, USA",1,1492,0,Tree-rings,Row
data,natflo94.cfs,Pablo Baldazo,Tabulation of 6 unregulated monthly River flow series in cubic feet persecond (same Rivers and same order as of file NTFLW94A.ANN),,1,0,Hydrology,Column
data,natflo94.tab,Pablo Baldazo,Tabulation of 6 unregulated monthly River flow series in 1000 acre-feet(same Rivers and same order as of file NTFLW94A.ANN),,1,0,Hydrology,Column
data,ntflw94a.ann,Pablo Baldazo,"col. 2 is the Snake River near Moran, Wyoming; 1904-1994; col. 3 is the Snake River near Heise, Idaho; 1911-1994; col. 4 is the Boise River near Twin Springs; 1912-1994; col. 5 is the Salmon River near Whitebird, Idaho; 1912-1994; col. 6 is the Bruneau River near Hot Springs, Idaho; 1912-1994 (partlyestimated); col. 7 is the Willow Creek near Ririe, Idaho; 1917-1994 (partly estimated)",,1,0,Hydrology,Column
data,or015.dat,Pablo Baldazo,"Years: 1097 � 1982. Oregon, USA?",1,1097,0,Tree-rings,Row
data,or021.dat,Pablo Baldazo,"Years: 1501-1982. Oregon, USA?",1,1501,0,Tree-rings,Row
data,pankratz1.dat,"Pankratz (1983, p. 315, Case 1)",Quarterly change in business inventories (billions) 1955-1969,4,1955,0,Finance,Row
data,pankratz2.dat,"Pankratz (1983, p. 328, Case 2)",Personal savings as % of disposable income 1955-1979,4,1955,0,Macroeconomic,Row
data,pankratz3.dat,"Pankratz (1983, p. 347, Case 3)",Monthly bituminous coal production in U.S.A. 1952-1959,12,1952,0,Production,Row
data,pankratz4.dat,"Pankratz (1983, p. 369, Case 4)",New private housing permits (quarterly 1947-1967),4,1947,0,Macroeconomic,Row
data,pankratz5.dat,"Pankratz (1983, p. 391, Case 5)","Quarterly freight (class I railroads, U.S.A., billions ton-miles) 1965-1978",4,1965,0,Transport and tourism,Row
data,pankratz6.dat,"Pankratz (1983, p. 402, Case 6)",Weekly closing price of AT&T common shares 1979,52,1,0,Finance,Row
data,pankratz7.dat,"Pankratz (1983, p. 411, Case 7)",Real-estate loans (billions) (monthly: Jan.1973-Oct.1978),12,1973,0,Finance,Row
data,pankratz8.dat,"Pankratz (1983, p. 425, Case 8)",% time that parts for industrial project available when needed (weekly),52,1,0,Industry,Row
data,pinkham.dat,Pankratz (1991),"Annual domestic sales and advertising of Lydia E. Pinkham Medicine Company: both in thousands of dollars. 1907-1960. (Pankratz, 1991)",1,1907,0,Sales,Column
data,crest.dat,"Pena, Tiao and Tsay (2001)",Weekly market share data of Crest toothpaste from Junuary 1958 to April 1963,52,1,0,Microeconomic,Row
data,dgnp82.dat,"Pena, Tiao and Tsay (2001)","Quarterly U.S. real GNP (in 1982 dollars) from the first quarter of 1947 to the first quarter of 1991, a total of 177 observations",4,1947,0,Macroeconomic,Row
data,flour.dat,"Pena, Tiao and Tsay (2001)","Monthly logged flour price indices over the 9-years period 1972-1980 at the commodity exchanges of Buffalo, Minneapolis, and Kansas City",12,1972,0,Microeconomic,Column
data,hog.dat,"Pena, Tiao and Tsay (2001)","Five series, consisting of annual hog supply, hog prices, corn supply, corn prices and farm wages for the period 1867-1948",1,1867,0,Microeconomic,Column
