 NATURALQ  MORANNAT  HEISENAT  BOISENAT  SALMONAT BRUNEUNAT  RIRIENAT   
      1020      16.9     152.8      14.2     153.9       2.9       1.7
      1021      16.2     162.8      15.1     188.4       3.6       1.6
      1022      30.1     184.5      21.2     222.4       5.8       2.1
      1023      24.3     152.1      18.2     194.0       6.3       1.6
      1024      31.6     154.0      19.2     198.6       6.4       1.8
      1025      24.7     133.7      19.0     179.7      12.2       1.7
      1026      37.7     201.9      62.3     356.0      52.7       5.6
      1027      88.2     509.4     171.0     811.7      78.1      30.6
      1028     339.7    1149.0     190.1    1583.0      60.2      40.4
      1029     298.1    1150.4     143.7    1540.2      34.9      30.0
      1030      95.7     580.7      42.2     474.1       9.1      15.6
      1031      48.3     319.6      22.3     252.1       3.7       9.1
      1032      37.0     251.2      19.1     208.8       3.4       2.6
      1033      30.7     233.3      21.5     251.2       5.0       3.1
      1034      27.0     189.3      20.6     253.2       5.9       1.9
      1035      23.6     167.5      20.1     220.6       5.4       2.0
      1036      31.6     168.1      20.4     217.0       6.3       2.1
      1037      25.9     149.9      18.0     180.4       5.5       2.3
      1038      22.6     179.5      37.8     255.7      21.0       3.9
      1039     127.3     458.4     119.3     826.3      29.7       9.1
      1040     177.5     622.7     119.7    1028.6      27.5       6.1
      1041     253.0     880.7     124.3    1271.2      31.7      10.2
      1042      88.6     470.7      42.9     494.5       7.3       0.2
      1043      46.7     245.9      21.7     283.3       3.2       0.6
      1044      39.8     215.3      17.4     209.8       2.6       0.6
      1045      32.8     217.4      19.0     242.3       3.1       1.5
      1046      26.7     188.7      18.8     247.2       4.1       1.2
      1047      30.0     159.3      16.9     195.7       3.6       1.0
      1048      25.1     156.4      18.6     215.3       4.9       1.4
      1049      21.0     141.4      20.3     225.3       6.4       1.3
      1050      30.7     176.5      29.6     261.3       8.8       2.7
      1051      44.7     256.5      59.6     405.2      15.7       9.2
      1052     269.9     879.5     120.4    1178.8      44.3      28.2
      1053     352.7    1271.0     127.7    1689.3      46.3      17.9
      1054      89.3     490.9      48.3     647.5      12.2       1.9
      1055      50.9     284.7      19.4     256.1       4.0       1.0
      1056      43.8     260.7      16.9     207.1       3.6       2.5
      1057      22.4     212.1      16.8     215.9       3.4       3.4
      1058      29.1     206.1      24.6     265.8       7.1       2.3
      1059      25.1     162.7      20.7     230.6       6.0       1.5
      1060      21.2     148.0      18.2     211.5       5.5       1.6
      1061      22.8     145.3      25.2     225.5       6.5       2.0
      1062      24.2     186.9      49.5     346.8       9.8       3.8
      1063     105.5     332.1      78.2     659.3      13.2       3.5
      1064     235.5     681.6     102.4    1197.0      17.0       1.4
      1065     120.8     440.7      40.0     523.8       5.8       1.0
      1066      81.8     289.2      21.5     340.8       3.4       0.7
      1067      46.7     178.0      14.0     168.6       2.2       1.3
      1068      28.3     152.4      14.0     160.8       2.4       1.2
      1069      24.0     179.3      15.9     199.4       2.7       2.4
      1070      20.2     153.1      17.6     201.6       3.8       1.3
      1071      31.9     156.2      16.4     189.4       4.5       1.4
      1072      31.3     149.7      16.4     185.6       5.0       1.5
      1073      25.2     132.2      19.3     172.2       6.3       1.3
      1074      29.9     175.7      79.9     341.9      49.0       3.7
      1075      44.9     282.3     109.5     519.5      48.9      12.2
      1076     363.3    1337.1     305.4    2393.5      98.9      80.0
      1077     284.7    1229.8     182.7    2206.8      54.2      56.5
      1078     122.0     679.5      75.3     838.9      17.1      24.7
      1079      71.8     427.7      37.1     445.1       6.5      17.1
      1080      39.3     249.2      23.2     269.7       4.1       4.5
      1081      38.9     254.7      22.7     279.7       5.5       4.5
      1082       6.2     173.0      17.8     227.6       5.0       2.5
      1083      27.4     185.4      18.4     228.1       5.6       2.5
      1084      28.4     175.2      19.6     228.7       5.9       2.5
      1085      25.4     164.3      16.5     183.0       5.5       2.5
      1086      21.1     183.2      38.8     272.2      10.4       4.1
      1087      70.3     383.4      81.5     638.5      16.6      11.7
      1088     267.6     919.7     110.4    1247.6      46.3      17.0
      1089     123.8     521.1      57.6     742.0      20.3       6.8
      1090      47.9     242.8      20.1     285.1       4.5       0.4
      1091      48.2     179.5      14.5     174.3       2.7       3.4
      1092      27.3     161.2      13.6     134.3       2.2       1.3
