OBS,AMSTEOE,DAXINDX,FRCAC40,FTSE100,HNGKNGI,JAPDOWA,SNGALLS,SPCOMP
12/27/1991,276.13,1563.59,1720.65,2418.7,4236.2,22437.32,400.17,406.46
12/30/1991,277.05,1577.98,1741.86,2420,4275.2,22983.77,401.8,415.14
12/31/1991,277.05,1577.98,1765.66,2493.1,4297.33,22983.77,401.8,417.09
1/01/1992,277.05,1577.98,1765.66,2493.1,4297.33,22983.77,401.8,417.09
1/02/1992,279.85,1601.88,1749.91,2492.8,4301.78,22983.77,401.19,417.26
1/03/1992,279.97,1603.62,1770.3,2504.1,4307.13,22983.77,402.07,419.34
1/06/1992,279.41,1603.32,1787.57,2493.2,4306.97,23801.18,407.81,417.96
1/07/1992,278.55,1592.45,1778.73,2482.9,4347.93,23566.39,408.69,417.4
1/08/1992,277.86,1578.73,1785.64,2467.1,4337.67,22715,408.55,418.1
1/09/1992,282.76,1589.76,1833.86,2497.9,4334.54,23113.64,407.37,417.61
1/10/1992,283.05,1615.71,1837.44,2477.9,4348.92,22381.9,406.83,415.1
1/13/1992,283.46,1622.67,1824.29,2490.1,4325.91,21696.86,405.73,414.34
1/14/1992,285.89,1628.53,1843.81,2516.3,4367.61,21775.13,405.63,420.44
1/15/1992,291.47,1667.5,1873.63,2537.1,4382.66,21775.13,412.1,420.77
1/16/1992,291.02,1666.34,1860.19,2541.6,4412.14,21612.19,416.05,418.21
1/17/1992,291.84,1670.99,1859.95,2536.7,4454.89,21321.37,416.49,418.86
1/20/1992,291.61,1677.17,1865.85,2544.9,4510.47,20913.82,415.66,416.36
1/21/1992,294.47,1685.29,1867.91,2543.4,4522.21,20858.3,416.99,412.64
1/22/1992,294.1,1680.1,1841.32,2522,4550.72,21534.12,416.91,418.13
1/23/1992,293.22,1669.57,1838.69,2525.3,4625.84,21580.72,416.9,414.96
1/24/1992,292.99,1664.77,1849.92,2510.4,4600.08,21072.15,415.63,415.48
1/27/1992,294.41,1683.58,1869.27,2539.9,4554.73,21007.11,416.13,414.99
1/28/1992,294.58,1683.08,1890.6,2552,4586.33,21390.52,414.92,414.96
1/29/1992,292.39,1672.4,1879.64,2546.5,4571.13,21362.26,413.88,410.34
1/30/1992,292.66,1680.91,1873.94,2550.8,4571.47,21557.67,412.32,411.63
1/31/1992,294.77,1687.49,1875.25,2571.2,4601.78,22023.05,413.21,408.79
2/03/1992,295.5,1689.01,1856.98,2560.2,4672.09,22139.59,412.02,409.95
2/04/1992,295.58,1676.4,1856.48,2556.8,4672.09,21999.6,412.02,413.85
2/05/1992,295.56,1686.62,1865.79,2547.1,4672.09,21936.37,412.02,413.84
2/06/1992,295.81,1681.13,1860.61,2534.3,4672.09,22104.92,414.59,413.82
2/07/1992,294.52,1685.52,1861.61,2517.2,4711.37,22107.12,413.33,411.09
2/10/1992,294.88,1682.13,1865.55,2538.4,4733.56,21819.52,412.71,413.77
2/11/1992,295.94,1683.55,1864.06,2537.1,4674.52,21819.52,412.62,413.76
2/12/1992,295.69,1678.92,1861.6,2523.7,4732.43,21541.64,409.71,417.13
2/13/1992,296.07,1681.39,1876.47,2522.6,4763.5,21391.02,406.6,413.69
2/14/1992,294.99,1676.48,1865.11,2513.9,4772.32,20883.86,404.54,412.48
2/17/1992,295.58,1681.07,1882.07,2541,4719.19,21324.98,401.44,412.48
2/18/1992,299.07,1694.99,1912.21,2555.9,4747.1,20872.03,403.26,407.38
2/19/1992,299.09,1687.79,1915.41,2536.7,4725.7,20618.3,404.35,408.26
2/20/1992,303.03,1703.18,1951.22,2543.4,4716,20771.92,404.64,413.9
2/21/1992,304.23,1717.63,1962.37,2542.3,4736.47,21291.81,406.1,411.46
2/24/1992,303.86,1729.1,1976.52,2559.7,4715.62,20973.24,403.9,412.27
2/25/1992,302.73,1722.3,1953.53,2546.8,4760.2,21025.55,399.84,410.45
2/26/1992,304,1737.27,1981.31,2565,4794.71,21364.77,398.11,415.35
2/27/1992,304.61,1749.9,1985.12,2562,4895.13,21333.7,394.89,413.86
2/28/1992,305.56,1745.13,1983.38,2562.1,4929.06,21338.81,395.97,412.7
3/02/1992,304.95,1747.87,1979.67,2554.3,4952.19,21487.82,391.91,412.45
3/03/1992,307.28,1763.31,1983.77,2565.4,4911.13,21051.71,390.49,412.85
3/04/1992,309.1,1759.05,1988.09,2558.4,4954.5,21105.42,392.29,409.33
3/05/1992,308.82,1764.8,1973.04,2538.3,4964.29,20864.42,391.64,406.51
3/06/1992,309,1745.95,1966.91,2533.1,4908.9,20992.99,388.79,404.44
3/09/1992,308.93,1750.25,1976.28,2550.7,4848.63,20797.68,384.78,405.21
3/10/1992,308.83,1750.54,1993.88,2574.8,4918.95,20854.59,386.08,406.89
3/11/1992,307.04,1743.42,1968.02,2522.4,5005.96,20592.14,389.6,404.03
3/12/1992,303.92,1727.5,1941.75,2493.3,5042.81,20561.88,391.97,403.89
3/13/1992,304,1733.47,1947.05,2476,5071.19,20456.06,391.59,405.84
3/16/1992,302.81,1724.8,1929.22,2470.7,5059.86,19837.16,388.04,406.39
3/17/1992,305.33,1730.07,1943.59,2491.2,5045.39,19917.63,387.93,409.58
3/18/1992,306.53,1732.18,1928.18,2464.7,5036.07,19764.31,386.71,409.15
3/19/1992,306.78,1724.63,1921.99,2467.6,4990.59,20185.09,386.83,409.8
3/20/1992,306.11,1736.3,1919.12,2456.6,5015.81,20185.09,387.34,411.3
3/23/1992,304.25,1717.47,1884.57,2441,5061.14,20239.6,387.34,409.91
3/24/1992,304.02,1713.11,1896.26,2458.7,5052.32,19891.57,388.8,408.88
3/25/1992,303.99,1716.26,1928.28,2464.9,5052.23,20226.78,390.46,407.52
3/26/1992,304.98,1719.02,1934.75,2472.2,5037.71,19885.49,388.59,407.86
3/27/1992,302.76,1711.45,1923.54,2447.9,5007.58,19636.99,388.17,403.5
3/30/1992,302.9,1710.31,1943.75,2452.9,4978.27,19669.31,385.07,403
3/31/1992,303.29,1717.86,1942.43,2440.1,4938.3,19345.95,383.76,403.69
4/01/1992,302.62,1707.3,1928.07,2408.6,4909.96,18581.79,379.94,404.23
4/02/1992,304.21,1721.66,1941.95,2405.4,4924.27,18286.03,380.47,400.5
4/03/1992,303.09,1719.63,1942.73,2382.7,4916.7,18559.71,378.32,401.55
4/06/1992,306.15,1734.62,1974.77,2400.9,4896.9,18436.37,378.32,405.59
4/07/1992,306.61,1739.42,1975.38,2404.2,4926.43,17791.55,377.33,398.06
4/08/1992,302.61,1720.01,1907.48,2393.2,4827.58,17175.53,372.81,394.5
4/09/1992,301.71,1720.25,1943.64,2436.4,4729.39,16598.15,370.13,400.64
4/10/1992,304.85,1736.07,1974.06,2572.6,4921.11,17850.66,376.89,404.29
4/13/1992,305.7,1727.74,1963.27,2591,4889.14,17236.65,374.52,406.08
4/14/1992,307.18,1732.53,1972.31,2600.5,4883.53,17439.58,376,412.39
4/15/1992,310.32,1743.79,1990.69,2640.2,4986.11,17948.01,379.04,416.28
4/16/1992,310.25,1749.23,1978.21,2638.6,5082.69,17959.76,383.18,416.05
4/17/1992,310.25,1749.23,1978.21,2638.6,5082.69,17580.69,383.18,416.05
4/20/1992,310.25,1749.23,1978.21,2638.6,5082.69,17071.36,382.7,410.16
4/21/1992,309.3,1746.5,1980.36,2625.8,5093.09,16787.33,381.4,410.26
4/22/1992,310.4,1753.3,1983.68,2607.8,5189.03,16839.12,381.44,409.81
4/23/1992,312.42,1752.44,1978.14,2609.8,5287.78,17402.05,381.85,411.6
4/24/1992,313.7,1745.7,1984.91,2643,5330.17,17542.45,383.74,409.02
4/27/1992,312.28,1742.22,1995.72,2658.2,5371.77,17450.52,383.99,408.45
4/28/1992,313.39,1735.94,2006.62,2651,5423.39,17527.4,385.75,409.11
4/29/1992,314.58,1735.91,2036.72,2664.9,5362.41,17527.4,387.92,412.02
4/30/1992,314.58,1734.03,2031.14,2654.1,5369.57,17390.71,394.58,414.95
5/01/1992,314.6,1734.03,2031.14,2659.8,5484.21,17303.39,394.58,412.53
5/04/1992,316.69,1728.29,2041.62,2659.8,5613.78,17303.39,401.17,416.91
5/05/1992,314.96,1732.64,2046.93,2662.2,5631.21,17303.39,398.48,416.84
5/06/1992,317.15,1743.5,2047.15,2698.7,5581.2,17878.66,394.53,416.79
5/07/1992,316.15,1750.81,2063.4,2701.9,5629.58,18410.88,394.65,415.85
5/08/1992,316.47,1748.18,2063.4,2725.7,5608.19,18375.95,394.65,416.05
5/11/1992,317.98,1753.03,2077.49,2737.8,5632.34,18608.09,392.52,418.49
5/12/1992,317.2,1751.16,2063.63,2722.4,5705.93,18508.53,393.17,416.29
5/13/1992,316.76,1749.42,2053.17,2720.5,5757.95,18768.57,393.99,416.45
5/14/1992,312.65,1742.26,2017,2694.7,5746.45,18804.6,395.67,413.14
5/15/1992,310.76,1724.07,2023.95,2682.6,5704.5,18074.27,394.74,410.09
5/18/1992,309.8,1758.43,2051.64,2703.6,5637.09,18443.1,394.74,412.81
5/19/1992,313.9,1763.26,2023.13,2700.6,5642.24,18754.11,394.93,416.37
5/20/1992,315.95,1787.5,2030.84,2711.9,5753.76,18674.93,395.45,415.39
5/21/1992,315.43,1785.48,2016.83,2702,5865.61,18691.29,394.85,412.6
5/22/1992,316.37,1802.96,2045.12,2715,5859.68,18221,394.46,414.02
5/25/1992,318.44,1811.57,2046.25,2715,5993.11,18555,395.34,414.02
5/26/1992,317.84,1806.66,2029.58,2704.6,6052.08,18204.64,400.26,411.41
5/27/1992,316.27,1794.05,2014.09,2698.6,6082.7,17822.56,402.65,412.17
5/28/1992,316.27,1794.05,2014.09,2694.2,5988.13,17931.25,408.05,416.74
5/29/1992,318.35,1803.22,2033.29,2707.6,6080.15,18347.75,408.31,415.35
6/01/1992,316.71,1798.14,2017.4,2697.6,6056,18004.11,404.96,417.3
6/02/1992,318.56,1801.39,2024.87,2705.9,6059.39,18125.55,405.96,413.5
6/03/1992,316.29,1788.58,1992.61,2680.9,6037.37,18188.68,406.18,414.59
6/04/1992,317.31,1792.31,1994.87,2681.9,6035.8,17964.07,405.24,413.26
6/05/1992,317.42,1789.07,1981.58,2668.5,6035.8,17790.04,403.59,413.48
6/08/1992,317.42,1789.07,1981.58,2645.8,5978.75,17655.06,402.92,413.36
6/09/1992,317.45,1786.26,1962.23,2635.4,5940.19,17845.04,402.58,410.06
6/10/1992,316.97,1789.76,1953.73,2636.1,5917.5,17742.87,407.05,407.25
6/11/1992,314.6,1781.81,1928.84,2614.1,5826.54,17709.05,407.05,409.05
6/12/1992,315.07,1782.27,1928.29,2603.7,5819.07,17383.68,408,409.76
6/15/1992,312.26,1773.9,1918.14,2593.6,5819.07,16953.23,409.33,410.29
6/16/1992,313.03,1779.1,1931.41,2616.3,5846.75,16953.53,410.89,408.32
6/17/1992,309.49,1771.78,1908.84,2598.4,5846.06,16445.8,410.44,402.26
6/18/1992,305.44,1771.78,1891.8,2562.7,5796.1,16045.56,407,400.96
6/19/1992,307.69,1772.89,1913.92,2584.8,5787.6,16519.87,405.48,403.67
6/22/1992,304.5,1770.64,1885.77,2550.3,5819.94,15921.22,403.07,403.4
6/23/1992,306.28,1771.14,1895.8,2560.6,5897.86,16106.99,403.5,404.04
6/24/1992,303.98,1768.49,1899.64,2532.6,5965.21,15853.67,402.39,403.83
6/25/1992,305.09,1764.89,1920.34,2557.3,6078.69,16143.72,403.88,403.12
6/26/1992,303.2,1754.13,1915.31,2534.1,6113.1,15812.73,402.03,403.45
6/29/1992,302.57,1757.12,1907.3,2515.8,6057.9,15741.27,400.19,408.94
6/30/1992,302.57,1752.63,1900.63,2521.2,6103.9,15951.73,400.38,408.14
7/01/1992,300.81,1756.26,1880.92,2493.9,6134.75,16325.07,402.4,412.88
7/02/1992,301.52,1768.61,1873.52,2476.1,6073.74,16757.63,403.37,411.77
7/03/1992,302.49,1776.98,1883.64,2497.1,6061.85,16717.78,401,411.77
7/06/1992,300.28,1772.36,1868.52,2469,6024.77,16657.07,400.78,413.84
7/07/1992,299.92,1767.51,1879.09,2493.7,5911.92,16459.55,399.32,409.16
7/08/1992,297.28,1751.18,1847.75,2472.6,5981.91,16600.26,399.37,410.28
7/09/1992,300.63,1757.64,1861.84,2497.9,5925.52,16848.66,400.63,414.23
7/10/1992,300.74,1754.48,1859.44,2490.8,5981.36,16783.72,401.36,414.62
7/13/1992,298.63,1736.5,1859.44,2478.3,6085.85,17201.73,400.76,414.87
7/14/1992,299.44,1734.1,1859.44,2484,6097.19,17064.63,400.63,417.68
7/15/1992,300.89,1734.62,1853.26,2486.4,6125.46,17116.92,400.42,417.1
7/16/1992,299.97,1740.53,1851.23,2483.4,6162.53,16987.66,397.05,417.54
7/17/1992,293.94,1702.66,1801.78,2431.9,6128.06,16548.07,394.06,415.62
7/20/1992,288.74,1649.67,1767.9,2403.7,5986.49,15884.48,392.08,413.75
7/21/1992,291.01,1659.77,1762.67,2415.6,6010.44,16002.41,389.56,413.76
7/22/1992,288.17,1628.22,1727.49,2387.9,6010.44,15541.95,391.01,410.93
7/23/1992,288.03,1623.37,1734.56,2399.5,5917.16,16039.94,387.52,412.08
7/24/1992,286.13,1610.42,1734.62,2377.2,5772.76,15497.79,381.58,411.6
7/27/1992,283.91,1618.09,1755.35,2348,5664.39,15373.34,385.85,411.54
7/28/1992,284.99,1610.64,1769,2373.4,5782.63,15426.64,383.23,417.52
7/29/1992,291.24,1628.15,1801.63,2423.2,5857.29,15095.95,384.67,422.23
7/30/1992,290.02,1623.99,1782.57,2411.6,5829.83,15555.6,388.84,423.92
7/31/1992,288.87,1615.42,1754.67,2399.6,5881.13,15910.28,389.64,424.21
8/03/1992,290.57,1594.71,1784.44,2420.2,5910.73,15709.45,388.18,425.09
8/04/1992,292.02,1611.51,1787.63,2407.5,5859.78,15692.59,390.59,424.36
8/05/1992,294.3,1628.81,1797.98,2392.8,5841.24,15983.64,387.71,422.19
8/06/1992,291.3,1621.15,1793.84,2377.6,5865.27,15926.44,381.42,420.59
8/07/1992,289.04,1609.5,1777.27,2350.1,5850.93,15518.27,381.51,418.88
8/10/1992,285.19,1582.55,1755.22,2325.7,5867.94,15066.34,381.51,419.42
8/11/1992,283.48,1564.6,1737.8,2309.6,5886.75,14822.56,375.51,418.9
8/12/1992,281.77,1553.01,1730.05,2303.1,5879.19,14773.79,368.19,417.78
8/13/1992,281.04,1540.98,1722.36,2318,5857.11,14768.17,370.45,417.73
8/14/1992,284.96,1547.8,1753.46,2356.8,5822.59,14820.25,362.65,419.91
8/17/1992,285.95,1555.42,1757.31,2376.1,5667.85,14929.55,361.34,420.74
8/18/1992,282.24,1533.22,1736.72,2354.7,5675.16,14309.41,354.93,421.34
8/19/1992,283.25,1524.72,1734.21,2363.5,5620.44,14650.74,354.15,418.19
8/20/1992,282.48,1513.06,1724.18,2359.4,5481.61,15267.76,357.58,418.26
8/21/1992,283.69,1520.02,1744.18,2365.7,5509.39,16216.88,363.03,414.85
8/24/1992,274.85,1498.74,1689.71,2311.1,5390.92,16627.96,358.05,410.72
8/25/1992,272.04,1468.91,1667.72,2281,5291.49,16380.77,360.25,411.61
8/26/1992,275.08,1473.28,1667.8,2285,5478.81,16541.65,367.74,413.51
8/27/1992,279.4,1513.42,1687.56,2311.6,5460.72,17555,365.97,413.53
8/28/1992,278.34,1516.47,1687.53,2312.6,5628.6,17970.79,365.97,414.84
8/31/1992,277.74,1541.25,1684.88,2312.6,5628.6,18061.12,369.3,414.03
9/01/1992,275.45,1518.7,1674.23,2298.4,5711.57,17740.06,369.14,416.07
9/02/1992,275.73,1506.67,1711.41,2313,5734.45,17587.72,366.55,417.98
9/03/1992,281.24,1530.75,1780.46,2381.9,5722.46,18386.49,367.96,417.98
9/04/1992,280.88,1536.5,1778.98,2362.2,5707.51,18555.3,367.54,417.08
9/07/1992,279.07,1540.63,1779.3,2372.2,5664.41,18440.18,367.56,417.08
9/08/1992,278.38,1544.55,1763.67,2337.7,5700.59,18282.42,368.59,414.44
9/09/1992,277.79,1525.26,1756.77,2327.5,5726.99,18875.55,367.17,416.36
9/10/1992,276.98,1528.67,1774.18,2340.6,5631.55,18908.47,366.89,419.95
9/11/1992,279.73,1527.8,1801.99,2370.9,5537.29,18107.69,366.42,419.58
9/14/1992,289.88,1595.04,1873.6,2422.1,5607.15,18471.4,368.93,425.27
9/15/1992,287.38,1587.55,1836.15,2370,5653.84,18471.4,368.54,419.77
9/16/1992,289.77,1584.56,1859.78,2378.3,5633.13,17944.7,365.3,419.92
9/17/1992,288.7,1578.67,1852.74,2483.9,5637.9,18116.52,362.85,419.93
9/18/1992,290.54,1589.33,1882.94,2567,5689.32,18166.8,360.79,422.93
9/21/1992,289.68,1573.86,1826.06,2560.1,5741.53,18066.24,360.33,422.14
9/22/1992,289.53,1550.34,1832.81,2586,5740.18,18282.72,358.64,417.14
9/23/1992,290.78,1557.83,1828.93,2580.5,5712.64,18282.72,359.03,417.44
9/24/1992,291.39,1530.94,1829.5,2621.2,5658.73,18609.95,358.56,418.47
9/25/1992,289.4,1513.36,1843.53,2601,5686.16,18394.76,360.98,414.35
9/28/1992,286.28,1475.04,1770.26,2560,5597.2,17972.61,362.04,416.62
9/29/1992,286.86,1476.26,1731.93,2565.5,5581.92,17748.09,363.63,416.8
9/30/1992,286.4,1466.36,1736.73,2553,5505.44,17399.08,363.81,417.8
10/01/1992,285.79,1484.03,1724,2572.3,5528.84,17369.91,363.5,416.29
10/02/1992,284.38,1478.04,1683.34,2549.7,5595.44,17324.07,362.06,410.47
10/05/1992,274.25,1424.4,1611.04,2446.3,5595.44,17101.5,360.68,407.57
10/06/1992,278.27,1420.3,1612.51,2488.4,5553.12,17268.1,358.96,407.18
10/07/1992,279.08,1436.05,1654.15,2517.1,5589.03,17111.74,358.69,404.25
10/08/1992,281.03,1451.12,1673.86,2538.8,5555.53,17335.51,355.25,407.75
10/09/1992,279.73,1439.66,1657.34,2541.2,5596.71,17059.78,355.02,402.66
10/12/1992,279.75,1432.54,1655.05,2557.2,5725.57,17302.01,354.03,407.44
10/13/1992,279.54,1465.5,1685.09,2584.7,5756.82,17490.67,354.74,409.3
10/14/1992,278.74,1458.53,1667.93,2574.7,5806.77,17344.03,355.12,409.37
10/15/1992,277.28,1453.43,1650.02,2546.6,5913.64,17628.49,355.14,409.6
10/16/1992,275.97,1461.61,1664.18,2563.9,5985.33,17369.81,354.45,411.73
10/19/1992,273.89,1479.07,1679.06,2562.2,6089.91,16903.81,352.82,414.98
10/20/1992,278.71,1511.55,1731.26,2617,6088.51,16987.66,352,415.48
10/21/1992,278.33,1503.9,1722.24,2645.7,6200.85,17141.52,351.41,415.67
10/22/1992,276.93,1510.11,1730.74,2658.1,6329.12,17013.04,351.46,414.9
10/23/1992,278.16,1526.82,1766.41,2669.7,6262.54,17117.65,360.11,414.1
10/26/1992,278.41,1542.49,1770.74,2661.6,6062.47,17011.33,360.11,418.16
10/27/1992,279.16,1533.77,1774.48,2669.8,6218.01,17185.26,366.57,418.49
10/28/1992,278.55,1510.3,1749.86,2650.4,6126.98,17068.41,366.65,420.13
10/29/1992,274.98,1493.64,1730.87,2642.3,6117.5,16937.71,364.15,420.86
10/30/1992,273.36,1492.32,1742.4,2658.3,6190.69,16767.4,364.44,418.68
11/02/1992,275.51,1472.57,1742.4,2687.8,6231.17,16853.36,371.3,422.75
11/03/1992,278.16,1485,1786.93,2705.6,6197.44,16853.36,370.91,419.92
11/04/1992,276.06,1472.69,1804.07,2691.7,6325.37,17065.2,375.03,417.11
11/05/1992,276.32,1480.93,1804.7,2711.1,6347.77,17031.59,373.45,418.34
11/06/1992,277.7,1487.16,1793.62,2702.7,6315.01,16869.81,373.13,417.58
11/09/1992,278.2,1508.8,1786.65,2695.4,6267.91,16417.05,374.4,418.59
11/10/1992,279.34,1519.06,1798.46,2714.6,6273.08,16437.11,378.27,418.62
11/11/1992,278.12,1512.21,1798.46,2696.8,6422.03,16318.15,379.65,422.2
11/12/1992,281.18,1535.37,1821.51,2726.4,6447.11,16376.93,378.55,422.87
11/13/1992,279.87,1548.52,1796.8,2697.5,6366.56,16330.79,379.5,422.43
11/16/1992,280.63,1546.95,1772.73,2679.6,6294.83,16162.99,371.07,420.68
11/17/1992,279.88,1545.05,1764.44,2679.2,6088.52,15993.48,375.15,419.27
11/18/1992,278.47,1545.05,1759.17,2704,5848.33,16778.84,371.47,422.85
11/19/1992,276.33,1551.65,1722.33,2706.2,5855.41,16871.31,371.63,423.61
11/20/1992,277.01,1544.76,1724.18,2732.4,5878.18,17033.6,370.93,426.65
11/23/1992,275.25,1530.89,1674.77,2722.9,5894.97,17033.6,371.8,425.12
11/24/1992,274.63,1510.28,1720.61,2727.1,5972.52,17096.09,372.47,427.59
11/25/1992,275.34,1517.72,1720.97,2709.6,5918.54,17302.01,372.86,429.19
11/26/1992,277.13,1523.18,1739.68,2741.8,5905.91,17479.04,377.12,429.19
11/27/1992,276.68,1522.95,1749.66,2760.1,5986.67,17470.61,380.3,430.16
11/30/1992,278.16,1544.34,1771.37,2778.8,5810.63,17683.65,384.36,431.35
12/01/1992,279.64,1544.89,1792.29,2792,5501.71,17313.04,383.47,430.78
12/02/1992,279.21,1533.96,1783.33,2764.1,5411.65,17393.68,383.11,429.89
12/03/1992,282.02,1532.5,1799.43,2771,4978.21,17260.08,379.85,429.91
12/04/1992,282.03,1522.16,1781.68,2759.4,5268.1,17295.69,379.37,432.06
12/07/1992,282.51,1525.32,1788.61,2754.5,5191.75,17207.12,379.1,435.31
12/08/1992,282.78,1508.24,1765.88,2769.8,5202.36,17281.85,377.58,436.99
12/09/1992,283.98,1500.59,1791.16,2750.7,5339.25,17406.22,378.74,435.65
12/10/1992,282.22,1494.48,1769.48,2726.5,5273.79,17501.3,378.14,434.64
12/11/1992,281.23,1476.01,1758.7,2716.2,5253.18,17441.02,379.3,433.73
12/14/1992,280.18,1469.75,1738.26,2721.8,5267.73,17289.97,380.1,432.84
12/15/1992,279.09,1481.24,1744.79,2717.9,5315.81,17480.74,378.1,432.57
12/16/1992,277.99,1472.07,1736.69,2732.8,5415.96,17268.71,379.67,431.52
12/17/1992,277.62,1476.17,1735.23,2740.3,5329.46,17437.91,381.61,435.43
12/18/1992,281.82,1492.04,1760.12,2789.7,5192.66,17680.74,386.32,441.28
12/21/1992,281.82,1515.58,1786.29,2807.7,5242.48,17645.44,392.16,440.7
12/22/1992,285.33,1523.57,1824.37,2842,5297.74,17690.67,388.8,440.31
12/23/1992,286.96,1526.95,1821.11,2827.4,5317.99,17690.67,387.53,439.03
12/24/1992,287.64,1526.95,1854.59,2827.5,5442.01,17648.85,388.4,439.77
12/25/1992,287.64,1526.95,1854.59,2827.5,5442.01,17557.04,388.4,439.77
12/28/1992,288.32,1544.61,1857.53,2827.5,5531.65,17188.62,390.43,439.15
12/29/1992,286.45,1542.23,1870.28,2847.8,5444.13,17285.64,391.41,437.98
12/30/1992,285.84,1545.05,1858.77,2832.5,5467.89,16924.95,392.81,438.82
12/31/1992,285.84,1545.05,1857.78,2846.5,5512.39,16924.95,394.63,435.71
1/01/1993,285.84,1545.05,1857.78,2846.5,5512.39,16924.95,394.63,435.71
1/04/1993,286.51,1531.33,1843.08,2861.5,5437.8,16994.08,395.32,435.38
1/05/1993,289.23,1556.42,1850.78,2833.6,5548.03,16842.58,402.49,434.34
1/06/1993,290.88,1556.38,1859.63,2826,5586.67,16782.88,404.02,434.52
1/07/1993,291.15,1542.5,1844.47,2816.5,5547.32,16780.98,402.82,430.73
1/08/1993,288.52,1531.52,1852.63,2799.2,5529.56,16634.69,401.61,429.05
1/11/1993,286.87,1531.96,1814.58,2773.4,5673.1,16589.55,397.93,430.95
1/12/1993,288.09,1530.19,1796.76,2757.9,5671.26,16681.05,397.53,431.04
1/13/1993,287.5,1516.5,1782.53,2745.3,5778.74,16517.91,394.1,433.03
1/14/1993,290.4,1523.74,1803.54,2759.2,5890.16,16515.6,398.79,435.94
1/15/1993,291.12,1544.55,1827.08,2765.1,5871.8,16515.6,401.28,437.15
1/18/1993,293.24,1573.13,1837.54,2763.1,5882.02,16617.24,401.55,436.83
1/19/1993,293,1578.83,1837.74,2737.6,5897.9,16798.64,399.83,435.13
1/20/1993,293.41,1574.88,1818.82,2748.7,5877.02,16510.18,399.62,433.37
1/21/1993,294.44,1573.67,1812.18,2773.3,5914.39,16538.68,402.01,435.49
1/22/1993,293.33,1587.64,1820.42,2781.2,5914.39,16336.81,402.54,436.09
1/25/1993,290.91,1569.24,1779.9,2771.9,5914.39,16287.45,402.54,440.01
1/26/1993,291.5,1576.16,1792.55,2835.7,5923.73,16492.63,404.02,439.95
1/27/1993,290.95,1562.32,1777.35,2832.5,5939.89,16509.68,402.06,438.11
1/28/1993,290.33,1567.84,1780.64,2816.9,5804.5,17063.41,403.17,438.66
1/29/1993,291.95,1571.85,1772.21,2807.2,5751.4,17023.78,407.85,438.78
2/01/1993,294.46,1585.16,1785.9,2851.6,5697.78,17133.64,411.21,442.52
2/02/1993,293.98,1583.09,1787.31,2834.4,5662.53,17186.31,412.54,442.55
2/03/1993,293.71,1601.53,1824.14,2873.8,5710.8,17222.03,412.49,447.2
2/04/1993,294.04,1601.61,1854.38,2865.9,5778.01,17190.63,411.09,449.56
2/05/1993,298.31,1641.37,1908.18,2862.9,5747.21,17332.9,410.81,448.93
2/08/1993,298.83,1647.16,1904.73,2870,5786.65,17281.73,408.81,447.85
2/09/1993,297.8,1641.58,1894.05,2831.3,5789.52,17022.27,411.71,445.33
2/10/1993,298.33,1649.81,1893.32,2816.4,5835.55,17089.9,411.34,446.23
2/11/1993,299.28,1651.05,1905.57,2834.3,5857,17089.9,410.7,447.66
2/12/1993,300.16,1661.43,1911.97,2843,5858.15,16851.51,410.17,444.58
2/15/1993,300.4,1664.71,1899.49,2845.9,6049.44,17117.99,410.26,444.58
2/16/1993,297.7,1664.22,1878.17,2812.2,6065.62,16916.32,413.18,433.91
2/17/1993,296.29,1653.26,1904.97,2814,6087.46,17009.63,410.15,433.3
2/18/1993,299.64,1672.26,1926.52,2837.7,6186.94,16982.14,412.93,431.9
2/19/1993,301.36,1677.39,1937.17,2840,6170.09,17010.03,414.1,434.22
2/22/1993,303.06,1680.74,1959.23,2838.3,6231.88,16820.61,415.43,435.24
2/23/1993,302.78,1661.58,1944.13,2818,6149.19,16863.15,419.11,434.8
2/24/1993,302.57,1644.24,1953.39,2817,6177.69,16798.94,421.27,440.87
2/25/1993,303.58,1658.91,1944.64,2828.7,6203.88,16907.39,421.12,442.33
2/26/1993,305.82,1684.35,1983.71,2868,6351.99,16953.35,419.6,443.38
3/01/1993,307.2,1700.95,1998.8,2882.6,6398.82,16879.6,420.24,442.01
3/02/1993,305.52,1696.74,2001.5,2882.3,6344.23,16864.25,417.97,447.9
3/03/1993,306.31,1693.73,1995.24,2918.6,6436.64,16853.92,418.58,449.26
3/04/1993,308.66,1687.4,1986.75,2904.8,6467.8,16759.61,419.78,447.34
3/05/1993,311.45,1682.82,1995.12,2922.1,6502.81,16817.7,419.87,446.11
3/08/1993,313.27,1694.82,2004.26,2957.3,6482.16,17686.47,419.8,454.71
3/09/1993,315.69,1713.13,2009.69,2949.9,6508,17848.3,419.62,454.4
3/10/1993,318.31,1709.68,1992.42,2956.7,6488.46,17858.63,420.55,456.33
3/11/1993,318.86,1717.4,1988.94,2953.4,6371.84,17904.79,420.26,453.72
3/12/1993,313.66,1707.14,1965.18,2915.9,6170.4,18037.52,417.82,449.83
3/15/1993,316.8,1702.57,1986.03,2922.4,5854.61,18086.18,412.86,451.43
3/16/1993,316.93,1697.83,1975.25,2919.3,5980.04,17968.3,415.53,451.37
3/17/1993,316.88,1685.08,1967.28,2889.9,5958.33,18173.37,417.23,448.31
