	Yrwk	Orr	Vvd	Cda	D66	Pvda	Glef	trend	wnOrr	wnVvd	wnCda	wnD66	wnPvda	wnGlef
1987-49	8749	5.5455	4.8165	4.7559	3.54	2.9963	2.3846	0.0517	23	109	228	51	294	39
1987-50	8750	5.8462	4.8243	4.7453	3.8537	3.156	2.3939	0.0518	13	78	224	42	265	33
1987-51	8751	6	4.8354	4.7538	3.5814	3.0757	2.1786	0.0519	27	84	207	45	273	29
1987-52	8752	5.6071	5.1	4.6882	3.5897	3.0133	2.5217	0.052	29	72	191	39	244	25
1988-1	8801	5.25	4.9231	4.7219	3.6275	3.1308	2.6667	0.0521	25	79	196	52	247	18
1988-2	8802	5.8636	4.9529	4.8652	3.74	3.0325	2.3226	0.0522	23	86	235	51	264	31
1988-3	8803	5.9333	4.8	4.7577	3.7059	3.1287	2.4545	0.0523	30	84	205	52	292	46
1988-4	8804	5.7917	4.823	4.6808	3.7119	3.0327	2.4194	0.0524	26	114	220	61	286	31
1988-5	8805	5.6538	4.6744	4.8514	3.58	3.0146	2.0645	0.0525	27	88	232	50	289	32
1988-6	8806	5.6552	4.9053	4.7512	3.6761	3.0764	2.0645	0.0526	29	101	212	74	292	36
1988-7	8807	5.8305	4.8023	4.7392	3.5896	2.9942	2.4179	0.0527	63	184	403	139	556	69
1988-8	8808	5.7879	4.7353	4.7738	3.6462	2.9791	2.5556	0.0528	34	103	228	69	301	27
1988-9	8809	5.6053	4.8333	4.722	3.8485	2.8625	2.3111	0.0529	39	98	216	68	310	45
1988-10	8810	5.4848	4.7248	4.5917	3.5161	2.9435	2.5938	0.053	35	113	230	64	367	32
1988-11	8811	5.725	4.7477	4.6996	3.7042	3.0701	2.625	0.0531	40	111	244	73	336	34
1988-12	8812	5.64	4.835	4.7739	3.7742	3.0949	2.2069	0.0532	26	106	210	63	331	29
1988-13	8813	5.7576	5.0506	4.6699	3.875	2.9414	2.48	0.0533	34	86	216	66	290	26
1988-14	8814	5.7778	4.7027	4.6319	3.8431	3.061	2.4348	0.0534	18	75	171	53	264	24
1988-15	8815	5.8205	4.7679	4.673	3.629	3.0618	2.5	0.0535	40	116	221	65	292	31
1988-16	8816	5.8095	4.7396	4.7802	3.4583	3.0667	2.9	0.0536	22	97	187	51	300	31
1988-17	8817	5.5556	4.8023	4.6872	3.5781	3	2.6061	0.0537	37	90	186	67	311	33
1988-18	8818	5.7391	4.7079	4.8284	3.6591	3.0304	2.0571	0.0538	24	90	185	47	238	38
1988-19	8819	5.7895	4.6989	4.9257	3.6471	3.0534	2.1333	0.0539	20	98	184	35	276	33
1988-20	8820	5.8462	4.8851	4.8775	3.8182	3.1277	2.4286	0.054	40	89	215	50	292	35
1988-21	8821	5.5714	4.7167	4.6149	3.4884	3.1602	2.0741	0.0541	28	64	185	44	272	28
1988-22	8822	5.7	4.9744	4.8756	3.8125	3.0313	2.125	0.0542	22	82	207	50	272	32
1988-23	8823	5.8667	4.7273	4.7854	3.6531	3.184	2.2162	0.0543	31	100	240	51	305	40
1988-24	8824	5.7188	4.7215	4.7268	3.6667	3.1469	2.4	0.0544	33	83	211	55	297	36
1988-25	8825	5.72	4.9121	4.6961	3.5122	3	1.9063	0.0545	26	93	188	43	287	35
1988-26	8826	5.381	4.8734	4.6321	3.6111	3.1022	2.1786	0.0546	21	83	196	36	295	29
1988-27	8827	5.7692	4.9419	4.6133	3.8043	3.194	2.2195	0.0547	28	88	192	49	248	42
1988-28	8828	5.8519	4.7396	4.731	3.9583	3.0905	2.3226	0.0548	28	100	210	51	250	32
1988-29	8829	6.0909	4.9432	4.7486	3.6226	3.0973	2.2727	0.0549	33	92	196	56	274	33
1988-30	8830	5.8333	4.7436	4.6824	3.7736	3.0467	2.4063	0.055	27	80	182	55	267	33
1988-31	8831	5.5833	4.7159	4.6257	3.549	2.9592	2.28	0.0551	13	92	188	54	264	25
1988-32	8832	5.7619	4.7791	4.7538	3.7297	3.1357	2.2857	0.0552	23	90	206	40	297	36
1988-33	8833	5.5143	4.7033	4.733	3.7077	3.098	2.64	0.0553	36	95	213	69	335	26
1988-34	8834	5.5806	4.7049	4.6436	3.5254	3.165	2.2368	0.0554	33	126	196	61	322	39
1988-35	8835	5.9583	4.8132	4.5505	3.6182	3.1633	2.6585	0.0555	24	96	228	56	319	41
1988-36	8836	5.8056	4.9195	4.5308	3.6102	2.9354	2.1951	0.0556	39	93	223	59	273	43
1988-37	8837	5.8125	4.8372	4.7941	3.8413	3.1071	2.2	0.0557	50	135	286	68	389	40
1988-38	8838	5.7857	4.7423	4.7343	3.7609	3.1017	2.4074	0.0558	28	98	223	47	316	27
1988-39	8839	5.9	4.8448	4.7736	3.7442	3.1799	2.5556	0.0559	33	121	219	45	348	45
1988-40	8840	5.5625	4.6571	4.7373	3.6812	3.0752	2.4468	0.056	34	109	245	69	337	48
1988-41	8841	5.3913	4.7905	4.585	3.8824	3.0536	2.3684	0.0561	24	110	208	52	277	38
1988-42	8842	6.0667	4.9111	4.7025	3.9219	3.0669	2.4615	0.0562	33	94	253	65	312	39
1988-43	8843	5.3871	4.776	4.5981	3.7736	3.1228	2.5	0.0563	34	130	228	55	357	44
1988-44	8844	5.6071	4.7523	4.7453	3.7241	3.1413	2.4615	0.0564	31	114	226	64	297	39
1988-45	8845	6.125	4.9318	4.7326	3.6615	3.166	2.4667	0.0565	18	90	202	67	268	30
1988-46	8846	5.5714	4.8252	4.6639	3.8056	3.0928	2.1957	0.0566	21	105	251	74	308	49
1988-47	8847	5.28	4.6147	4.5393	3.6912	2.9925	2.3077	0.0567	29	112	206	70	291	40
1988-48	8848	5.1034	4.7885	4.6402	3.44	3.0233	2.8333	0.0568	30	109	221	56	269	25
1988-49	8849	5.88	4.8193	4.7617	3.4783	3.0863	2.3226	0.0569	25	88	198	48	269	31
1988-50	8850	5.7778	4.7813	4.7658	3.8537	2.9312	2.2258	0.057	28	98	228	41	291	32
1988-51	8851	5.2857	4.9333	4.6256	3.6739	3.271	2.4054	0.0571	28	97	219	47	274	37
1988-52	8852	5.4483	4.7303	4.7933	3.4898	3.1212	2.3333	0.0572	30	91	213	50	242	24
1989-1	8901	5.4063	4.9487	4.5888	3.4828	3.0041	2.4348	0.0573	35	82	203	59	254	24
1989-2	8902	6.0769	4.8171	4.6184	3.5306	3.1141	2.2821	0.0574	26	85	213	50	308	39
1989-3	8903	5.5862	4.8404	4.5811	3.4524	3.184	2.6154	0.0575	31	96	228	43	270	26
1989-4	8904	5.9091	4.6931	4.6681	3.7164	3.0712	2.5385	0.0576	35	105	235	73	323	28
1989-5	8905	5.5714	4.9008	4.6507	3.5	2.9806	2.5588	0.0577	30	142	214	61	324	34
1989-6	8906	5.6429	4.8391	4.6414	3.8793	3.0444	2.383	0.0578	29	89	248	60	278	47
1989-7	8907	5.5641	4.7699	4.6745	3.6964	3.0759	2.5833	0.0579	40	117	221	57	320	49
1989-8	8908	5.2692	4.566	4.5346	3.7692	3.1274	2.4091	0.058	29	112	227	52	277	44
1989-9	8909	5.2414	4.8111	4.6216	3.9818	3.1843	2.4167	0.0581	29	94	193	56	301	24
1989-10	8910	5.44	4.9318	4.6359	3.6923	3.0078	2.1613	0.0582	27	92	193	69	273	31
1989-11	8911	5.4103	4.7578	4.6898	3.6769	2.9481	2.0606	0.0583	43	128	229	67	308	33
1989-12	8912	5.8421	4.6667	4.4851	3.6327	3.1678	2.2571	0.0584	20	103	212	53	300	35
1989-13	8913	5.5	4.6275	4.7472	3.6452	3.0459	2.6061	0.0585	25	106	181	32	237	35
1989-14	8914	5.6571	4.6636	4.8186	3.4737	3.0389	2.375	0.0586	37	112	209	58	273	33
1989-15	8915	5.4	4.7327	4.6089	3.6275	3.0993	2.7568	0.0587	16	107	227	55	296	38
1989-16	8916	5.4828	4.7143	4.67	3.6825	2.9881	2.4706	0.0588	29	117	212	64	267	34
1989-17	8917	5.6364	4.8376	4.7109	3.5088	3.1747	2.3056	0.0589	22	118	219	58	277	38
1989-18	8918	5.9048	4.7653	4.6878	3.7333	3.073	2.5	0.059	22	99	194	64	250	42
1989-19	8919	6.0833	4.7816	4.6542	3.6071	3.0972	2.1667	0.0591	26	93	219	57	265	24
1989-20	8920	6.0952	4.5747	4.6103	3.6889	3.0128	2.2813	0.0592	22	87	223	47	250	32
1989-21	8921	5.7826	4.4762	4.7225	3.569	2.9798	2.3514	0.0593	25	86	205	62	259	38
1989-22	8922	5.6	4.5584	4.6847	3.75	3.0402	2.4848	0.0594	27	82	233	62	269	34
1989-23	8923	5.6944	4.7375	4.7331	3.8305	3.0632	2.625	0.0595	36	82	274	60	288	41
1989-24	8924	5.6061	4.8125	4.6983	3.5957	3.0739	2.4688	0.0596	33	83	254	49	271	33
1989-25	8925	5.3529	4.6463	4.7907	3.5968	3.0362	2.3714	0.0597	35	85	223	66	240	37
1989-26	8926	5.6071	4.6702	4.7072	3.6308	2.9798	2.25	0.0598	30	96	229	66	268	34
1989-27	8927	5.3846	4.5747	4.6743	3.6533	3.1244	2.4286	0.0599	27	88	228	76	224	28
1989-28	8928	5.3529	4.814	4.6429	3.661	3.004	2.2941	0.06	17	88	220	61	264	17
1989-29	8929	6	4.6224	4.768	3.6047	3.0182	2.4348	0.0601	17	100	259	46	291	46
1989-30	8930	5.8	4.6593	4.7371	3.5	3.1085	2.2745	0.0602	20	93	228	53	224	53
1989-31	8931	5.36	4.7347	4.7418	3.6316	3.0175	2.3256	0.0603	25	98	259	58	242	43
1989-32	8932	5.5455	4.8941	4.6642	3.5424	3.0684	2.6809	0.0604	25	86	286	62	276	47
1989-33	8933	5.4694	4.6503	4.7124	3.6978	2.9721	2.4696	0.0605	53	189	561	144	527	122
1989-34	8934	5.6032	4.868	4.7275	3.7462	2.9679	2.5625	0.0606	65	199	527	133	558	132
1989-35	8935	5.6176	4.7823	4.6374	3.5333	3.0152	2.3733	0.0607	35	126	288	60	279	77
1989-36	8936	5.6154	4.8983	4.6814	3.8447	2.9007	2.6667	0.0608	41	121	307	105	313	79
1989-37	8937	5.7	5.0094	4.7417	3.5	2.932	2.375	0.0609	21	107	283	117	256	67
1989-38	8938	5.525	4.866	4.7811	3.2755	3	2.6591	0.061	40	102	245	99	247	45
1989-39	8939	5.7407	4.9157	4.5702	3.4298	2.8178	2.2222	0.0611	29	87	261	114	274	47
1989-40	8940	5.6667	4.766	4.6323	3.6237	2.9547	2.6061	0.0612	21	95	300	100	259	34
1989-41	8941	5.697	5.0208	4.5276	3.5326	2.959	2.4902	0.0613	35	99	305	94	284	53
1989-42	8942	5.4865	4.7034	4.692	3.6392	2.9886	2.5161	0.0614	39	121	292	98	276	33
1989-43	8943	5.4815	4.7245	4.6337	3.5393	3.0291	2.5	0.0615	28	100	294	91	296	49
1989-44	8944	5.4722	5	4.6606	3.4624	3.0041	2.6486	0.0616	36	79	290	97	254	38
1989-45	8945	6.15	4.7619	4.8008	3.5714	2.9724	2.3256	0.0617	21	86	263	89	307	44
1989-46	8946	5.6	4.8247	4.6726	3.7527	2.9022	2.5	0.0618	30	100	301	93	290	42
1989-47	8947	5.5	4.9111	4.6758	3.4324	2.9659	2.6154	0.0619	42	93	310	78	287	53
1989-48	8948	5.7568	4.8625	4.6866	3.5366	3.129	2.6316	0.062	37	82	234	86	261	38
1989-49	8949	5.7222	4.6458	4.662	3.5974	2.9504	2.675	0.0621	20	97	225	79	255	41
1989-50	8950	5.625	4.8219	4.5862	3.4304	2.9963	2.3056	0.0622	27	73	244	79	292	36
1989-51	8951	5.6087	4.8488	4.7404	3.6	2.9121	2.62	0.0623	26	89	246	78	301	51
1989-52	8976	5.76085	4.72875	4.68705	3.58225	3.0076	2.5169	0.0624	0	0	0	0	0	0
1990-1	9001	5.913	4.6087	4.6337	3.5645	3.1031	2.4138	0.0625	23	74	218	67	203	30
1990-2	9002	5.8947	4.8229	4.4978	3.56	3.0087	2.3333	0.0626	41	97	243	75	245	50
1990-3	9003	5.7419	4.8173	4.6655	3.6304	3.0865	2.275	0.0627	34	111	295	96	303	42
1990-4	9004	5.5789	4.7941	4.5504	3.7045	3.025	2.6316	0.0628	40	72	268	91	298	38
1990-5	9005	5.8846	4.8454	4.613	3.6818	2.9853	2.5	0.0629	29	101	271	89	284	47
1990-6	9006	5.7273	4.5778	4.6151	3.6635	2.9236	2.7632	0.063	34	90	310	111	297	40
1990-7	9007	5.4375	4.6667	4.6468	3.5464	3.0729	2.4872	0.0631	33	95	275	103	309	42
1990-8	9008	5.1667	4.6707	4.4592	3.5093	2.9431	2.375	0.0632	30	90	312	113	264	48
1990-9	9009	5.6829	4.5412	4.5703	3.5408	2.9622	2.6964	0.0633	44	86	273	100	248	58
1990-10	9010	5.8333	4.7228	4.5877	3.7396	3.1523	2.4783	0.0634	36	103	246	101	261	49
1990-11	9011	5.3214	4.7755	4.6234	3.6471	3.048	2.3333	0.0635	30	102	253	105	261	54
1990-12	9012	5.5217	4.8609	4.5738	3.6476	2.9796	2.413	0.0636	23	121	261	107	262	49
1990-13	9013	5.8571	4.8557	4.5382	3.6474	3.1256	2.4776	0.0637	30	98	266	163	241	72
1990-14	9014	5.1429	4.7347	4.6667	3.6689	2.9837	2.6471	0.0638	22	102	240	154	196	53
1990-15	9015	5.5385	4.6939	4.7236	3.5232	3.0392	2.5818	0.0639	26	99	262	156	216	57
1990-16	9016	5.5294	4.8095	4.6812	3.5372	3.0296	2.6078	0.064	35	64	220	126	178	52
1990-17	9017	5.3333	4.7684	4.6826	3.6603	3.1089	2.5965	0.0641	29	100	248	161	217	59
1990-18	9018	5.5238	4.75	4.6143	3.8062	3.1401	2.3542	0.0642	21	86	242	132	174	51
1990-19	9019	5.5789	4.6667	4.6109	3.5952	3.2036	2.8372	0.0643	20	72	250	130	174	45
1990-20	9020	5.4091	4.5	4.4885	3.625	3.0588	2.5849	0.0644	24	74	230	135	179	57
1990-21	9021	5.375	4.5538	4.6339	3.746	2.9379	2.5909	0.0645	26	69	235	131	188	46
1990-22	9022	5.6129	4.7215	4.5252	3.566	3.12	2.6346	0.0646	33	80	250	108	215	53
1990-23	9023	5.3889	4.7059	4.5783	3.52	3.0625	2.6429	0.0647	37	87	265	133	244	59
1990-24	9024	5.9091	4.8636	4.5628	3.656	3.0144	2.4444	0.0648	33	69	235	130	223	55
1990-25	9025	5.4848	4.5625	4.5508	3.5476	3.1149	2.3704	0.0649	36	65	268	131	184	54
1990-26	9026	5.4483	4.6563	4.5668	3.5588	3.1019	2.4865	0.065	31	68	265	142	233	74
1990-27	9027	5.7895	4.5584	4.5323	3.7209	3.1244	2.6296	0.0651	38	78	268	129	216	55
1990-28	9028	5.52	4.6707	4.5564	3.5238	3.0467	2.4524	0.0652	26	85	289	107	225	42
1990-29	9029	5.2308	4.8095	4.6903	3.6036	2.9669	2.5227	0.0653	26	66	241	115	194	48
1990-30	9030	5.65	4.6364	4.463	3.68	2.9714	2.6957	0.0654	22	92	235	101	223	47
1990-31	9031	5.4688	4.6667	4.6064	3.5851	3.0884	2.3469	0.0655	33	57	200	98	190	50
1990-32	9032	5.5	4.8235	4.5962	3.6489	2.96	2.3333	0.0656	23	68	221	97	212	49
1990-33	9033	5.64	4.7634	4.671	3.5816	3.0595	2.5946	0.0657	26	97	241	100	194	37
1990-34	9034	5.9167	4.6495	4.772	3.678	3.0524	2.5577	0.0658	37	103	267	125	215	53
1990-35	9035	5.7826	4.7317	4.6821	3.6078	3.0966	2.4262	0.0659	24	86	302	104	225	63
1990-36	9036	5.2692	4.9839	4.6782	3.5333	3.0751	2.6852	0.066	27	62	281	108	224	56
1990-37	9037	5.375	4.6462	4.6698	3.5246	3.0495	2.5577	0.0661	25	71	234	127	209	55
1990-38	9038	5.0667	4.9726	4.6498	3.5102	3.0938	2.5	0.0662	31	82	269	100	200	52
1990-39	9039	5.2903	4.63	4.671	3.6032	3.1294	2.5745	0.0663	32	102	332	129	271	49
1990-40	9040	5.5294	4.8358	4.6618	3.6146	3.1891	2.4151	0.0664	18	69	298	103	217	55
1990-41	9041	5.4444	4.7011	4.7336	3.5597	2.9901	2.4054	0.0665	28	93	296	137	218	37
1990-42	9042	5.4643	4.7442	4.6307	3.5411	3.24	2.2881	0.0666	29	94	309	152	244	59
1990-43	9043	5.75	4.7531	4.5868	3.7864	3.0894	2.6829	0.0667	36	82	258	103	254	42
1990-44	9044	5.8889	4.7632	4.6226	3.5278	3.0479	2.68	0.0668	38	77	280	112	195	50
1990-45	9045	5.5862	4.8378	4.673	3.5636	3.086	2.3913	0.0669	29	75	222	114	238	47
1990-46	9046	5.9583	4.7143	4.6742	3.5588	3.3014	2.32	0.067	26	72	284	143	223	52
1990-47	9047	5.0968	4.7826	4.7808	3.748	2.9854	2.5758	0.0671	32	69	271	127	221	67
1990-48	9048	5.0526	4.7349	4.6073	3.6942	2.9845	2.4	0.0672	39	84	260	125	203	41
1990-49	9049	5.5806	4.8904	4.559	3.6476	3.1345	2.5102	0.0673	32	76	240	111	183	52
1990-50	9050	5.48	4.8132	4.5039	3.46	3.1934	2.4074	0.0674	27	93	264	102	188	30
1990-51	9051	5.875	4.6344	4.6579	3.4144	3.0632	2.2353	0.0675	42	95	240	114	182	53
1990-52	9076	5.5775	4.6322	4.67615	3.51125	3.02325	2.33335	0.0676	0	0	0	0	0	0
1991-1	9101	5.28	4.63	4.6944	3.6081	2.9833	2.4314	0.0677	26	103	349	155	250	52
1991-2	9102	5.75	4.7467	4.5867	3.625	3.1414	2.6765	0.0678	30	77	290	122	212	37
1991-3	9103	5.4571	4.9022	4.5573	3.6327	3.1463	2.5306	0.0679	38	94	277	148	260	50
1991-4	9104	5.4828	4.6867	4.6028	3.6944	3.0882	2.6222	0.068	31	84	295	115	224	46
1991-5	9105	5.6129	4.863	4.7355	3.5081	3.0876	2.434	0.0681	33	77	291	130	231	56
1991-6	9106	5.3846	4.6543	4.6862	3.6522	3.2378	2.2432	0.0682	27	82	264	116	199	40
1991-7	9107	5.7143	4.5441	4.6667	3.5842	3.1823	2.1667	0.0683	21	70	231	102	202	44
1991-8	9108	5.5217	4.8118	4.5665	3.6944	3.1714	2.4082	0.0684	27	87	278	109	186	52
1991-9	9109	5.1212	4.809	4.6202	3.6134	3.0729	2.6071	0.0685	34	90	270	123	210	58
1991-10	9110	5.5854	4.7391	4.7143	3.6273	3.2047	2.3214	0.0686	41	94	247	114	183	56
1991-11	9111	5.5	4.8146	4.6124	3.6419	3.0665	2.2973	0.0687	65	185	499	378	361	114
1991-12	9112	5.9459	4.8387	4.8148	3.6632	2.9273	2.5714	0.0688	37	99	211	205	178	51
1991-13	9113	6.0625	4.7083	4.5833	3.7953	2.8462	2.5238	0.0689	34	74	192	177	155	43
1991-14	9114	5.52	4.8608	4.597	3.6667	3.1327	2.7	0.069	30	83	215	162	120	41
1991-15	9115	5.72	4.7079	4.6055	3.7234	3.109	2.6	0.0691	29	91	235	193	168	32
1991-16	9116	5.12	4.7885	4.6623	3.6257	3.0735	2.6279	0.0692	26	109	250	188	146	45
1991-17	9117	5.6364	4.7143	4.5753	3.7598	3.0545	2.3778	0.0693	35	86	225	213	176	46
1991-18	9118	5.7576	4.7123	4.5749	3.7152	2.9922	2.8269	0.0694	33	75	215	164	139	54
1991-19	9119	5.1176	4.7526	4.6165	3.5793	2.9727	2.5	0.0695	37	104	226	150	120	31
1991-20	9120	5.3962	4.8392	4.7293	3.6392	3.0292	2.602	0.0696	57	146	393	335	290	100
1991-21	9121	5.8615	4.6078	4.6564	3.5475	3.0688	2.6618	0.0697	68	165	414	276	258	70
1991-22	9122	5.4474	4.7083	4.7385	3.5724	2.9931	2.48	0.0698	41	100	212	156	151	53
1991-23	9123	5.5	4.8256	4.6567	3.7178	3.1429	2.6346	0.0699	28	89	244	169	155	53
1991-24	9124	5.5909	4.8526	4.7596	3.6303	3.1519	2.7045	0.07	25	99	205	175	172	46
1991-25	9125	5.4483	4.619	4.6224	3.7683	3.0592	2.7083	0.0701	30	92	209	170	163	48
1991-26	9126	5.871	4.7326	4.5337	3.6159	3.1898	2.2727	0.0702	33	88	207	162	147	45
1991-27	9127	5.0833	4.7011	4.6359	3.6196	3.1145	2.3846	0.0703	24	90	217	170	178	54
1991-28	9128	5.4545	4.7767	4.7377	3.637	2.9353	2.28	0.0704	35	108	195	138	147	51
1991-29	9129	5.7826	4.8854	4.6976	3.5608	3.0927	2.1042	0.0705	24	97	218	155	165	49
1991-30	9130	5.2941	4.8261	4.6117	3.7866	3.1439	2.4186	0.0706	36	97	202	171	140	45
1991-31	9131	5.5714	4.6463	4.5978	3.5723	3.114	2.4151	0.0707	28	85	199	164	123	53
1991-32	9132	5.625	4.7556	4.6796	3.625	3.032	2.5714	0.0708	32	94	189	175	132	52
1991-33	9133	5.7308	4.8354	4.771	3.6647	3.2266	2.7385	0.0709	27	82	228	181	140	65
1991-34	9134	5.5455	4.7549	4.797	3.5087	3.1875	2.4783	0.071	34	105	215	182	137	50
1991-35	9135	5.5	4.7612	4.6857	3.5824	3.1455	2.5472	0.0711	37	75	227	191	123	54
1991-36	9136	5.4	4.74	4.5882	3.642	3.1429	2.4808	0.0712	32	103	251	182	106	52
1991-37	9137	5.7632	4.6629	4.6432	3.602	3.05	2.7556	0.0713	40	93	207	201	128	45
1991-38	9138	5.4483	4.7867	4.6374	3.719	3.1712	2.1163	0.0714	29	76	200	159	118	44
1991-39	9139	5.6129	4.6092	4.6409	3.5	3.0714	2.4146	0.0715	33	89	191	159	138	43
1991-40	9140	5.4815	4.9178	4.8054	3.537	3.3362	2.5682	0.0716	28	80	164	175	123	45
1991-41	9141	6	4.6102	4.5882	3.6908	2.9537	2.3696	0.0717	35	62	173	158	113	47
1991-42	9142	5.6563	4.7286	4.5605	3.7287	2.9655	2.25	0.0718	32	73	174	137	127	33
1991-43	9143	5.6667	4.6184	4.7333	3.6667	3.2205	2.5918	0.0719	22	81	194	159	141	49
1991-44	9144	5.6667	4.6364	4.6871	3.5779	3.3119	2.5192	0.072	33	82	178	162	115	54
1991-45	9145	5.2424	4.8219	4.5862	3.5177	3.1	2.5	0.0721	35	75	185	150	106	36
1991-46	9146	5.7826	4.9726	4.6174	3.7133	3.1963	2.4634	0.0722	26	80	169	158	115	43
1991-47	9147	5.4483	4.5921	4.625	3.7092	2.9907	2.4615	0.0723	30	80	185	149	113	41
1991-48	9148	5.6071	4.6418	4.5669	3.5674	3.1316	2.6216	0.0724	29	71	172	146	121	38
1991-49	9149	5.6364	4.7794	4.7844	3.496	2.9545	2.7273	0.0725	33	70	179	130	96	35
1991-50	9150	5.7667	4.8169	4.7483	3.6094	3.08	2.6279	0.0726	31	72	159	134	131	46
1991-51	9151	5.0345	4.6145	4.5538	3.7452	3.1608	2.6364	0.0727	29	87	194	163	153	45
1991-52	9176.5	5.422	4.67345	4.5074	3.71815	3.1552	2.56105	0.0728	26	55	163	125	105	37
1992-1	9202	5.8095	4.7324	4.461	3.6911	3.1496	2.4857	0.0729	0	0	0	0	0	0
1992-2	9203	5.6061	4.8242	4.6537	3.6624	3.1967	2.6667	0.073	27	86	183	131	135	37
1992-3	9204	5.45	4.7619	4.6804	3.6711	3.0423	2.3636	0.0731	38	91	221	162	134	46
1992-4	9205	5.4074	4.8846	4.7941	3.5116	3.122	2.4571	0.0732	23	65	213	164	152	45
1992-5	9206	5.5	4.7857	4.5319	3.5944	3.1615	2.4194	0.0733	28	84	184	134	127	37
1992-6	9207	5.3333	4.7071	4.6273	3.5906	3.0313	2.6885	0.0734	34	90	206	150	140	62
1992-7	9208	5.5143	4.7059	4.629	3.6076	3.0611	2.3667	0.0735	26	104	235	159	137	61
1992-8	9209	5.3714	4.7714	4.5	3.6913	3.0154	2.78	0.0736	35	109	238	165	144	63
1992-9	9210	5.6563	4.8556	4.5029	3.6343	2.935	2.6452	0.0737	35	108	216	164	135	52
1992-10	9211	5.5313	4.6273	4.492	3.6357	3.0242	2.6415	0.0738	36	95	191	142	132	63
1992-11	9212	5.7333	4.8624	4.6429	3.646	3.1349	2.4565	0.0739	33	112	202	137	133	55
1992-12	9213	5.3667	4.8529	4.596	3.7151	3.087	2.5333	0.074	32	114	194	167	132	48
1992-13	9214	5.1429	4.6981	4.9027	3.6087	3.1944	2.566	0.0741	32	104	209	178	122	61
1992-14	9215	5.303	4.6636	4.6818	3.5802	3.1557	2.2979	0.0742	28	107	202	149	115	54
1992-15	9216	5.0323	4.7647	4.6744	3.7389	2.9265	2.5846	0.0743	35	116	214	135	131	47
1992-16	9217	5.5758	4.6742	4.56	3.6424	2.9902	2.6286	0.0744	31	107	230	167	148	67
1992-17	9218	5.68	4.8333	4.6532	3.5223	3.1837	2.3793	0.0745	34	96	188	161	110	36
1992-18	9219	5.3103	4.8478	4.6929	3.5285	3.0261	2.3939	0.0746	26	80	185	164	106	30
1992-19	9220	5.375	4.6353	4.4767	3.7338	3.1071	2.4211	0.0747	31	95	148	130	123	33
1992-20	9221	5.5517	4.7048	4.5928	3.7297	2.8522	2.359	0.0748	34	86	182	145	118	38
1992-21	9222	5.4	4.9684	4.4836	3.5319	3.1846	2.7407	0.0749	29	107	181	160	119	42
1992-22	9223	5.2727	4.8317	4.6757	3.6419	3.0741	2.6579	0.075	33	96	227	147	138	28
1992-23	9224	5.5455	4.8554	4.5959	3.5306	3.1389	2.8333	0.0751	34	104	196	152	144	38
1992-24	9225	5.5	4.6237	4.6282	3.6449	2.959	2.4706	0.0752	36	86	200	149	151	43
1992-25	9226	5.6905	4.8085	4.6753	3.6624	3.0263	2.6316	0.0753	38	96	171	115	132	35
1992-26	9227	5.625	4.8409	4.6344	3.6617	3.0593	2.5957	0.0754	44	98	245	166	159	39
1992-27	9228	5.6774	4.7253	4.5169	3.5532	3.0746	2.5227	0.0755	24	91	205	136	138	49
1992-28	9229	5.5333	4.8427	4.5679	3.5929	3.2206	2.5455	0.0756	35	95	196	145	149	45
1992-29	9230	5.5	4.75	4.484	3.5846	2.9744	2.4889	0.0757	30	96	171	145	143	33
1992-30	9231	5.5714	4.7451	4.608	3.7279	3.1511	2.825	0.0758	18	89	198	137	126	48
1992-31	9232	5.2857	4.8488	4.5278	3.7345	3.2075	2.7407	0.0759	29	107	190	141	149	42
1992-32	9233	6.1429	4.7526	4.5909	3.6239	3.1538	2.4474	0.076	28	88	151	117	109	28
1992-33	9234	5.4211	4.9277	4.6467	3.7365	3.1811	2.6	0.0761	21	99	168	122	119	39
1992-34	9235	5.6129	4.7553	4.6615	3.5033	3.1314	2.6842	0.0762	20	86	163	153	133	36
1992-35	9236	5.5161	4.5856	4.6294	3.4752	3.2698	2.5185	0.0763	31	95	197	157	143	38
1992-36	9237	5.5667	4.5556	4.614	3.6452	3.2282	2.4359	0.0764	32	117	207	149	136	55
1992-37	9238	5.1429	4.75	4.5029	3.6913	3.12	2.4865	0.0765	36	110	192	158	166	41
1992-38	9239	5.4412	4.7156	4.6378	3.6242	3.2105	2.4571	0.0766	31	90	190	156	163	38
1992-39	9240	4.9375	4.598	4.5497	3.6953	3.2403	2.4865	0.0767	38	112	204	155	161	35
1992-40	9241	5.3429	4.7419	4.525	3.7069	3.1966	2.5	0.0768	33	109	193	132	143	37
1992-41	9242	5.9032	4.789	4.545	3.65	3.2313	2.8182	0.0769	36	97	174	123	129	32
1992-42	9243	5.4242	4.9333	4.5354	3.7967	3.4	2.6341	0.077	32	114	207	107	142	22
1992-43	9244	5.1071	4.7363	4.5455	3.6815	3.1226	2.7838	0.0771	34	75	209	129	121	41
1992-44	9245	5.1081	4.7561	4.5607	3.64	3.109	2.8667	0.0772	33	96	236	161	171	38
1992-45	9246	5.4375	4.6596	4.4444	3.5899	3.2185	2.5946	0.0773	39	127	258	157	162	48
1992-46	9247	5.3077	4.6374	4.5317	3.6336	3.1579	2.9231	0.0774	18	97	211	144	128	42
